Significant,-LOG(P-value),Difference,Protein.IDs,Majority.protein.IDs,Protein.names,Gene.names,Symbol.color,Symbol.type,Symbol.size,Show.label,Potential.contami1000t,Peptides,Valid.values,Valid.values.60.min,Valid.values.unstim,60.min.FG207.neu,60.min.FG208.neu,60.min.FG209.neu,60.min.FG210.neu,unstim.FG38.neu,unstim.FG39.neu,unstim.FG40.neu,ORIGIN,PULLED_PROTEIN,KO
TRUE,4.72120839978672,-4.55930821100871,P47757,P47757,F-actin-capping protein subunit beta,Capzb,Color2 [DarkGray],1,4,NA,NA,13,7,4,3,18.9436264038086,19.02512550354,19.2134265899658,19.3992252349854,23.8455257415771,24.1671257019043,23.1013259887695,60,IRAK4,NONE
FALSE,1.34380141235283,-1.52489217122396,P47758,P47758,Signal recognition particle receptor subunit beta,Srprb,Color2 [DarkGray],1,4,NA,NA,6,7,4,3,15.5841264724731,16.4059257507324,15.8064260482788,14.1171264648438,17.0338268280029,16.9944267272949,16.9816265106201,60,IRAK4,NONE
TRUE,1.48972668250374,2.84424996376038,P47791,P47791,"Glutathione reductase, mitochondrial",Gsr,Color2 [DarkGray],1,4,NA,NA,3,6,4,2,15.5843257904053,14.4407262802124,13.8089265823364,15.6037263870239,11.0635261535645,NA,12.9668264389038,60,IRAK4,NONE
FALSE,1.10692394188504,-0.954999367396038,P47856,P47856,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1,Gfpt1,Color2 [DarkGray],1,4,NA,NA,16,7,4,3,15.8623266220093,15.2316265106201,16.2111263275146,15.123025894165,16.7152252197266,17.1023254394531,15.8685264587402,60,IRAK4,NONE
FALSE,0.411560365592818,-0.515583435694376,P47857,P47857,"ATP-dependent 6-phosphofructokinase, muscle type",Pfkm,Color2 [DarkGray],1,4,NA,NA,10,7,4,3,15.5213260650635,16.5724258422852,15.176926612854,14.4536266326904,16.2598266601563,15.9756259918213,15.6045265197754,60,IRAK4,NONE
TRUE,3.74403289744859,-3.68285814921061,P47911,P47911,60S ribosomal protein L6,Rpl6,Color2 [DarkGray],1,4,NA,NA,13,7,4,3,18.2640266418457,18.5751266479492,17.8934268951416,17.7162265777588,21.7852268218994,22.4109268188477,21.1890258789063,60,IRAK4,NONE
FALSE,0.82971738528427,-1.77029991149902,P47915,P47915,60S ribosomal protein L29,Rpl29,Color2 [DarkGray],1,4,NA,NA,3,7,4,3,18.4941253662109,21.4342250823975,20.0576267242432,17.7589263916016,21.5173263549805,21.7459259033203,20.3563251495361,60,IRAK4,NONE
TRUE,1.10180569162652,2.58698296546936,P47941,P47941,Crk-like protein,Crkl,Color2 [DarkGray],1,4,NA,NA,3,7,4,3,15.4813261032104,16.2040252685547,14.2033262252808,15.5564260482788,13.5509262084961,14.4889259338379,10.2830266952515,60,IRAK4,NONE
TRUE,0.848789711115098,-3.55335760116577,P47962,P47962,60S ribosomal protein L5,Rpl5,Color2 [DarkGray],1,4,NA,NA,9,7,4,3,15.8513259887695,21.6602268218994,15.805926322937,13.7017259597778,20.3493251800537,20.7809257507324,19.794225692749,60,IRAK4,NONE
TRUE,1.78846755571955,-2.93307479222615,P47963,P47963,60S ribosomal protein L13,Rpl13,Color2 [DarkGray],1,4,NA,NA,7,7,4,3,20.1382255554199,22.2980251312256,21.0000267028809,19.2915267944336,23.4096260070801,24.3599262237549,23.0755252838135,60,IRAK4,NONE
TRUE,2.54328952071383,-3.1532088915507,P47964,P47964,60S ribosomal protein L36,Rpl36,Color2 [DarkGray],1,4,NA,NA,2,7,4,3,19.7800254821777,19.5617256164551,19.4521255493164,18.1579265594482,22.6117267608643,23.0561256408691,21.5056266784668,60,IRAK4,NONE
TRUE,1.19242188985428,-1.9357000986735,P48453;P63328;P48455,P48453;P63328,Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform;Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform,Ppp3cb;Ppp3ca,Color2 [DarkGray],1,4,NA,NA,4,6,3,3,12.6721258163452,14.410026550293,12.3635263442993,NA,14.6719264984131,15.9245262145996,14.6563262939453,60,IRAK4,NONE
TRUE,2.4390081612679,-2.16671705245972,P48678,P48678,Prelamin-A/C;Lamin-A/C,Lmna,Color2 [DarkGray],1,4,NA,NA,26,7,4,3,17.1053256988525,17.8255252838135,17.0771255493164,16.3763256072998,19.1928253173828,19.779426574707,18.816125869751,60,IRAK4,NONE
TRUE,2.71484240542915,-2.46164155006409,P48722,P48722,Heat shock 70 kDa protein 4L,Hspa4l,Color2 [DarkGray],1,4,NA,NA,9,7,4,3,12.2146263122559,12.7633266448975,12.71022605896,11.6860265731812,15.0570259094238,15.2344264984131,14.1241264343262,60,IRAK4,NONE
TRUE,1.90217696302628,-5.13126150767009,P48725,P48725,Pericentrin,Pcnt,Color2 [DarkGray],1,4,NA,NA,72,7,4,3,13.8572263717651,14.1779260635376,9.91934680938721,10.5176267623901,17.4523258209229,17.7953262329102,16.5002269744873,60,IRAK4,NONE
TRUE,2.29769297718806,-2.83586565653483,P48962,P48962,ADP/ATP translocase 1,Slc25a4,Color2 [DarkGray],1,4,NA,NA,15,7,4,3,18.6323261260986,20.0439262390137,19.8659267425537,18.7155265808105,22.5424251556396,22.7110252380371,21.1974258422852,60,IRAK4,NONE
TRUE,2.70179851310316,-2.1668659845988,P49025,P49025,Citron Rho-interacting kinase,Cit,Color2 [DarkGray],1,4,NA,NA,68,7,4,3,17.070426940918,16.5467262268066,16.6343269348145,16.6214256286621,19.0862255096436,19.4645252227783,18.1045265197754,60,IRAK4,NONE
TRUE,1.7132654913193,-2.77453915278117,P49135,P49135,TFIIH basal transcription factor complex helicase XPB subunit,Ercc3,Color2 [DarkGray],1,4,NA,NA,6,7,4,3,10.6550159454346,12.5618257522583,13.0952262878418,11.0637464523315,14.6527261734009,15.5011262893677,13.7016258239746,60,IRAK4,NONE
TRUE,3.03327004218976,-4.55765771865845,P49312,P49312,"Heterogeneous nuclear ribonucleoprotein A1;Heterogeneous nuclear ribonucleoprotein A1, N-terminally processed",Hnrnpa1,Color2 [DarkGray],1,4,NA,NA,11,7,4,3,14.9416265487671,16.8048267364502,15.0770263671875,14.3229265213013,19.9766254425049,20.115026473999,19.441125869751,60,IRAK4,NONE
FALSE,0.226115058651479,-0.594258546829224,P49615,P49615,Cyclin-dependent-like kinase 5,Cdk5,Color2 [DarkGray],1,4,NA,NA,3,7,4,3,11.937726020813,15.6973257064819,12.8269262313843,12.1428260803223,13.822826385498,14.075626373291,13.3379259109497,60,IRAK4,NONE
FALSE,0.123199827596138,0.205466826756794,P49717,P49717,DNA replication licensing factor MCM4,Mcm4,Color2 [DarkGray],1,4,NA,NA,16,7,4,3,17.0742263793945,17.6701259613037,16.7913265228271,15.3276262283325,16.2564258575439,16.9572257995605,16.3174266815186,60,IRAK4,NONE
FALSE,0.214721987313482,0.204758167266846,P49718,P49718,DNA replication licensing factor MCM5,Mcm5,Color2 [DarkGray],1,4,NA,NA,28,7,4,3,18.9802265167236,19.8452262878418,19.7267265319824,18.6312255859375,19.1939258575439,19.3316268920898,18.7477264404297,60,IRAK4,NONE
TRUE,4.25897617723906,-5.54576730728149,P49813;Q9JLH8,P49813,Tropomodulin-1,Tmod1,Color2 [DarkGray],1,4,NA,NA,16,7,4,3,18.6636257171631,17.7623252868652,17.3874263763428,17.446325302124,23.5722255706787,23.7752265930176,22.7346267700195,60,IRAK4,NONE
FALSE,0.441508270670403,-0.357816934585571,P50247,P50247,Adenosylhomocysteinase,Ahcy,Color2 [DarkGray],1,4,NA,NA,4,7,4,3,14.5669260025024,14.7261257171631,14.4096260070801,15.6008262634277,15.0251264572144,15.5807266235352,14.9452257156372,60,IRAK4,NONE
FALSE,0.0916554278542503,-0.307716528574625,P50516,P50516,V-type proton ATPase catalytic subunit A,Atp6v1a,Color2 [DarkGray],1,4,NA,NA,3,7,4,3,13.24622631073,12.6822261810303,11.7080268859863,11.8378267288208,10.1177263259888,14.7274265289307,13.18372631073,60,IRAK4,NONE
TRUE,1.14948776978989,-2.49462453524272,P50580,P50580,Proliferation-associated protein 2G4,Pa2g4,Color2 [DarkGray],1,4,NA,NA,4,7,4,3,11.8176259994507,15.6075258255005,14.9882259368896,12.5718259811401,16.1373252868652,16.4836254119873,16.1018257141113,60,IRAK4,NONE
FALSE,0.627450501140425,-0.627349853515625,P51175,P51175,Protoporphyrinogen oxidase,Ppox,Color2 [DarkGray],1,4,NA,NA,2,6,4,2,12.7152261734009,13.9071264266968,13.0529260635376,13.0466260910034,13.4194259643555,14.1962261199951,NA,60,IRAK4,NONE
TRUE,1.19767614294273,2.29731686909993,P51410,P51410,60S ribosomal protein L9,Rpl9,Color2 [DarkGray],1,4,NA,NA,7,7,4,3,20.8867263793945,24.1924266815186,24.2761268615723,22.8370265960693,20.8920269012451,21.1522254943848,20.2080268859863,60,IRAK4,NONE
FALSE,0.136641435837642,0.289085388183594,P51660,P51660,Peroxisomal multifunctional enzyme type 2;(3R)-hydroxyacyl-CoA dehydrogenase;Enoyl-CoA hydratase 2,Hsd17b4,Color2 [DarkGray],1,4,NA,NA,2,5,2,3,NA,10.4396867752075,10.7897367477417,NA,9.69612598419189,11.4892263412476,9.79152679443359,60,IRAK4,NONE
FALSE,0.312923759473962,-0.366683006286621,P51881,P51881,"ADP/ATP translocase 2;ADP/ATP translocase 2, N-terminally processed",Slc25a5,Color2 [DarkGray],1,4,NA,NA,14,7,4,3,20.3599262237549,21.6962261199951,20.4020252227783,20.3421268463135,21.0777263641357,21.6606254577637,20.4619255065918,60,IRAK4,NONE
FALSE,0,-2.03069996833801,P51949,P51949,CDK-activating kinase assembly factor MAT1,Mnat1,Color2 [DarkGray],1,4,NA,NA,4,5,4,1,14.4454259872437,13.1161260604858,13.3321266174316,13.8556261062622,NA,15.7180261611938,NA,60,IRAK4,NONE
TRUE,3.06189225591039,-3.56717491149902,P52293,P52293,Importin subunit alpha-1,Kpna2,Color2 [DarkGray],1,4,NA,NA,9,7,4,3,14.1977262496948,15.5739259719849,14.8534259796143,13.8343257904053,17.9301261901855,18.7065258026123,17.9094257354736,60,IRAK4,NONE
FALSE,0.357673050484782,0.351691246032715,P52431,P52431,DNA polymerase delta catalytic subunit,Pold1,Color2 [DarkGray],1,4,NA,NA,20,7,4,3,16.6592254638672,16.6068267822266,16.7713260650635,16.0264263153076,16.8088264465332,16.3631267547607,15.3208265304565,60,IRAK4,NONE
TRUE,3.42440037096796,-5.49643325805664,P52479,P52479,Ubiquitin carboxyl-terminal hydrolase 10,Usp10,Color2 [DarkGray],1,4,NA,NA,15,6,3,3,11.238826751709,11.3647260665894,12.6002264022827,NA,17.1073265075684,17.692626953125,16.8931255340576,60,IRAK4,NONE
TRUE,2.83607130423254,2.27259159088135,P52480;P53657,P52480,Pyruvate kinase PKM,Pkm,Color2 [DarkGray],1,4,NA,NA,24,7,4,3,20.8588256835938,22.0373268127441,20.9434261322021,21.0026264190674,18.6672267913818,19.2677268981934,18.8789253234863,60,IRAK4,NONE
FALSE,1.27280166631723,1.37754988670349,P52482;Q91W82;P52483,P52482;Q91W82;P52483,Ubiquitin-conjugating enzyme E2 E1;Ubiquitin-conjugating enzyme E2 E2;Ubiquitin-conjugating enzyme E2 E3,Ube2e1;Ube2e2;Ube2e3,Color2 [DarkGray],1,4,NA,NA,1,7,4,3,15.3064260482788,16.0112266540527,15.8808259963989,14.1730260848999,14.0141258239746,14.4192266464233,13.4626264572144,60,IRAK4,NONE
FALSE,0.134092733285879,0.243066469828287,P52875,P52875,Transmembrane protein 165,Tmem165,Color2 [DarkGray],1,4,NA,NA,1,5,3,2,14.3418264389038,13.5336265563965,NA,12.9047260284424,13.8482265472412,NA,12.8524265289307,60,IRAK4,NONE
TRUE,2.52411734069341,-3.42379951477051,P53026,P53026,60S ribosomal protein L10a,Rpl10a,Color2 [DarkGray],1,4,NA,NA,7,7,4,3,18.8934268951416,20.8091259002686,20.0472259521484,18.7943267822266,23.2744255065918,23.4992256164551,22.4058265686035,60,IRAK4,NONE
TRUE,1.78305602516619,-4.03426440556844,P53349,P53349,Mitogen-activated protein kinase kinase kinase 1,Map3k1,Color2 [DarkGray],1,4,NA,NA,13,7,4,3,11.7464265823364,9.52096652984619,12.4938259124756,13.9970264434814,15.9854259490967,16.5489253997803,15.3871259689331,60,IRAK4,NONE
FALSE,1.15946982566813,-1.78424994150798,P53986,P53986,Monocarboxylate transporter 1,Slc16a1,Color2 [DarkGray],1,4,NA,NA,3,7,4,3,15.9228258132935,17.7321262359619,15.3720264434814,15.180926322937,18.017126083374,18.4608268737793,17.030725479126,60,IRAK4,NONE
TRUE,1.51115644585712,-2.33473332722982,P53995,P53995,Anaphase-promoting complex subunit 1,Anapc1,Color2 [DarkGray],1,4,NA,NA,9,6,3,3,13.0283260345459,11.4195261001587,NA,10.7005262374878,13.8173265457153,14.4299259185791,13.9053258895874,60,IRAK4,NONE
TRUE,1.47872420087598,1.81986649831136,P54071,P54071,"Isocitrate dehydrogenase [NADP], mitochondrial",Idh2,Color2 [DarkGray],1,4,NA,NA,5,7,4,3,14.7960262298584,16.5706253051758,14.924126625061,14.3593263626099,13.2702264785767,13.8859262466431,12.871826171875,60,IRAK4,NONE
FALSE,0.689132164337017,-0.702383518218994,P54103,P54103,"DnaJ homolog subfamily C member 2;DnaJ homolog subfamily C member 2, N-terminally processed",Dnajc2,Color2 [DarkGray],1,4,NA,NA,14,7,4,3,16.9204254150391,18.0576267242432,17.5777263641357,16.4265270233154,18.1628265380859,18.2724266052246,17.4086265563965,60,IRAK4,NONE
FALSE,0.0844102914126434,0.144941568374634,P54276,P54276,DNA mismatch repair protein Msh6,Msh6,Color2 [DarkGray],1,4,NA,NA,4,7,4,3,13.0732259750366,11.5377264022827,13.3906259536743,11.9536266326904,12.9610261917114,12.4458265304565,11.6247262954712,60,IRAK4,NONE
FALSE,0.15160954150777,-0.364166975021362,P54775,P54775,26S protease regulatory subunit 6B,Psmc4,Color2 [DarkGray],1,4,NA,NA,4,7,4,3,15.2201261520386,14.9277257919312,13.0768260955811,14.668625831604,15.5257263183594,15.8394260406494,13.1473264694214,60,IRAK4,NONE
FALSE,0.221912224806903,0.410266876220703,P54822,P54822,Adenylosuccinate lyase,Adsl,Color2 [DarkGray],1,4,NA,NA,14,7,4,3,18.5475254058838,19.5646266937256,19.2177257537842,17.5474262237549,18.2932262420654,19.3756256103516,17.2583255767822,60,IRAK4,NONE
TRUE,2.72623169375431,-2.7821667989095,P54823,P54823,Probable ATP-dependent RNA helicase DDX6,Ddx6,Color2 [DarkGray],1,4,NA,NA,16,7,4,3,16.2934265136719,16.3907260894775,15.2601261138916,14.9590263366699,18.6888256072998,18.7633266448975,18.0718269348145,60,IRAK4,NONE
TRUE,2.60409049513771,-3.96893310546875,P55258;Q9DD03;Q8K386,P55258,Ras-related protein Rab-8A,Rab8a,Color2 [DarkGray],1,4,NA,NA,5,6,3,3,NA,14.3010263442993,14.2087259292603,12.8517265319824,17.5982265472412,18.4308261871338,17.2392253875732,60,IRAK4,NONE
TRUE,3.29194362920929,-4.85275824864705,P55937,P55937,Golgin subfamily A member 3,Golga3,Color2 [DarkGray],1,4,NA,NA,39,7,4,3,14.0191259384155,12.2091264724731,12.7075262069702,12.1986265182495,17.7556266784668,18.2752265930176,16.8782253265381,60,IRAK4,NONE
FALSE,0.0122057050998539,-0.0275912284851074,P56135,P56135,"ATP synthase subunit f, mitochondrial",Atp5j2,Color2 [DarkGray],1,4,NA,NA,2,7,4,3,18.7146263122559,20.3893260955811,19.0197257995605,17.3779258728027,19.0592250823975,19.1969261169434,18.4528255462646,60,IRAK4,NONE
TRUE,1.18345786149884,2.68984977404276,P56183,P56183,Ribosomal RNA processing protein 1 homolog A,Rrp1,Color2 [DarkGray],1,4,NA,NA,10,7,4,3,15.7217264175415,19.7336254119873,18.2892265319824,16.0409259796143,15.2257261276245,14.4659261703491,14.5779266357422,60,IRAK4,NONE
FALSE,1.72462957241905,-0.691200415293377,P56480,P56480,"ATP synthase subunit beta, mitochondrial",Atp5b,Color2 [DarkGray],1,4,NA,NA,17,7,4,3,17.4745254516602,17.5223255157471,17.3178253173828,16.9762268066406,17.9445266723633,18.3315258026123,17.7657260894775,60,IRAK4,NONE
TRUE,3.82904354333639,-3.79765764872233,P56959,P56959,RNA-binding protein FUS,Fus,Color2 [DarkGray],1,4,NA,NA,8,7,4,3,16.0732269287109,17.2394256591797,16.3687267303467,16.4514255523682,20.242525100708,20.8273258209229,19.9227256774902,60,IRAK4,NONE
TRUE,2.1978594573731,-4.52307033538818,P56960,P56960,Exosome component 10,Exosc10,Color2 [DarkGray],1,4,NA,NA,13,7,4,3,10.4508867263794,14.0641260147095,12.7545261383057,11.0012168884277,16.7013263702393,16.9792251586914,16.0917263031006,60,IRAK4,NONE
FALSE,0.187472942433287,-0.199675242106121,P57776,P57776,Elongation factor 1-delta,Eef1d,Color2 [DarkGray],1,4,NA,NA,8,7,4,3,18.0559253692627,18.7628269195557,17.6863269805908,18.1323261260986,18.5882263183594,18.8713264465332,17.6175270080566,60,IRAK4,NONE
TRUE,3.75495797137203,-4.03170855840047,P57780,P57780,Alpha-actinin-4,Actn4,Color2 [DarkGray],1,4,NA,NA,59,7,4,3,20.1405258178711,19.3788261413574,19.3226261138916,19.6670265197754,23.8114261627197,24.2738265991211,22.8916263580322,60,IRAK4,NONE
FALSE,0.986823302872803,-1.85896635055542,P57784,P57784,U2 small nuclear ribonucleoprotein A,Snrpa1,Color2 [DarkGray],1,4,NA,NA,7,7,4,3,16.7704257965088,19.0126266479492,18.6098251342773,16.0284271240234,19.1484260559082,20.3796253204346,18.8648262023926,60,IRAK4,NONE
FALSE,1.12910056475369,-0.819300651550293,P58252,P58252,Elongation factor 2,Eef2,Color2 [DarkGray],1,4,NA,NA,34,7,4,3,19.1113262176514,19.7208251953125,19.2399253845215,19.1604251861572,20.0361251831055,20.8396263122559,19.5065269470215,60,IRAK4,NONE
FALSE,0.22529450976688,-0.48048464457194,P58281,P58281,"Dynamin-like 120 kDa protein, mitochondrial;Dynamin-like 120 kDa protein, form S1",Opa1,Color2 [DarkGray],1,4,NA,NA,7,7,4,3,14.0904264450073,13.3913259506226,13.0888261795044,11.1495866775513,13.7256259918213,14.0445261001587,12.46142578125,60,IRAK4,NONE
FALSE,0.962412642665149,-2.03190008799235,P58334,P58334,Krueppel-like factor 16,Klf16,Color2 [DarkGray],1,4,NA,NA,1,6,3,3,13.4489259719849,15.9794263839722,14.702826499939,NA,17.2060260772705,17.5921268463135,15.4287261962891,60,IRAK4,NONE
FALSE,0.00354744688194367,0.0189907550811768,P58468,P58468,Protein FAM207A,Fam207a,Color2 [DarkGray],1,4,NA,NA,5,7,4,3,15.2495260238647,20.3642253875732,18.7145252227783,14.0059261322021,17.6537265777588,17.0385265350342,16.5014266967773,60,IRAK4,NONE
FALSE,0.231375542937772,-1.12418254216512,P58501,P58501,PAX3- and PAX7-binding protein 1,Paxbp1,Color2 [DarkGray],1,4,NA,NA,12,7,4,3,12.8343257904053,17.8425254821777,17.0423259735107,11.2389965057373,15.944525718689,16.6482257843018,14.9984264373779,60,IRAK4,NONE
TRUE,2.22370986021719,-2.4129163424174,P58742,P58742,Aladin,Aaas,Color2 [DarkGray],1,4,NA,NA,4,7,4,3,17.456226348877,16.6953258514404,18.034725189209,16.328426361084,19.6444263458252,20.0433254241943,18.9370250701904,60,IRAK4,NONE
TRUE,2.21499603457032,-4.2432078520457,P58771,P58771,Tropomyosin alpha-1 chain,Tpm1,Color2 [DarkGray],1,4,NA,NA,12,7,4,3,17.4038257598877,16.691125869751,16.4624252319336,15.4780263900757,22.6044254302979,20.2723255157471,19.3794250488281,60,IRAK4,NONE
FALSE,0.039888846022338303,-0.0802497069040928,P58854,P58854,Gamma-tubulin complex component 3,Tubgcp3,Color2 [DarkGray],1,4,NA,NA,6,7,4,3,13.736626625061,14.9339265823364,12.1043262481689,13.5834264755249,13.8794260025024,13.6309261322021,13.4991264343262,60,IRAK4,NONE
TRUE,3.10423962943049,-3.55844521522522,P58871,P58871,182 kDa tankyrase-1-binding protein,Tnks1bp1,Color2 [DarkGray],1,4,NA,NA,14,7,4,3,11.1749267578125,10.7704963684082,9.54329681396484,11.1125364303589,14.2599258422852,14.5955257415771,13.7708263397217,60,IRAK4,NONE
FALSE,1.35432049296105,-1.69218397140503,P59235,P59235,Nucleoporin Nup43,Nup43,Color2 [DarkGray],1,4,NA,NA,2,7,4,3,15.1812257766724,14.0532264709473,13.2607259750366,14.5763263702393,16.1686267852783,16.6870269775391,15.0245265960693,60,IRAK4,NONE
FALSE,0,0.0631003379821777,P59279;P53994,P59279;P53994,Ras-related protein Rab-2B;Ras-related protein Rab-2A,Rab2b;Rab2a,Color2 [DarkGray],1,4,NA,NA,3,5,4,1,12.6955261230469,13.0897264480591,11.5679264068604,12.9897260665894,NA,12.5226259231567,NA,60,IRAK4,NONE
TRUE,2.83694085326095,-3.58465830485026,P59708,P59708,Splicing factor 3B subunit 6,Sf3b6,Color2 [DarkGray],1,4,NA,NA,2,7,4,3,12.3917264938354,13.7867259979248,13.5232257843018,12.5571260452271,17.3817253112793,16.786226272583,15.7801265716553,60,IRAK4,NONE
TRUE,4.15513750586294,-4.68842474619548,P59999,P59999,Actin-related protein 2/3 complex subunit 4,Arpc4,Color2 [DarkGray],1,4,NA,NA,11,7,4,3,21.230525970459,21.1152267456055,20.4392261505127,20.8314266204834,25.7959270477295,26.1491260528564,24.8325252532959,60,IRAK4,NONE
FALSE,1.43691608332963,-1.57780011494954,P60122,P60122,RuvB-like 1,Ruvbl1,Color2 [DarkGray],1,4,NA,NA,18,7,4,3,18.8040256500244,20.066125869751,18.926326751709,18.3896255493164,20.6372261047363,21.3645267486572,19.8712253570557,60,IRAK4,NONE
TRUE,2.59054781755177,-3.60461703936259,P60229,P60229,Eukaryotic translation initiation factor 3 subunit E,Eif3e,Color2 [DarkGray],1,4,NA,NA,16,7,4,3,15.8444261550903,16.4014263153076,15.8071260452271,14.188925743103,19.2705268859863,19.7614269256592,18.4633255004883,60,IRAK4,NONE
FALSE,0.102518180198296,-0.449701944986979,P60330,P60330,Separin,Espl1,Color2 [DarkGray],1,4,NA,NA,7,5,2,3,10.5766563415527,NA,14.5393257141113,NA,12.3505268096924,13.5298261642456,13.142725944519,60,IRAK4,NONE
FALSE,0.262870017491932,0.34445031483968,P60335,P60335,Poly(rC)-binding protein 1,Pcbp1,Color2 [DarkGray],1,4,NA,NA,11,7,4,3,19.2891254425049,20.8462257385254,19.5732269287109,19.484525680542,19.7282257080078,19.9518260955811,18.6814250946045,60,IRAK4,NONE
FALSE,1.41307575617528,0.665166854858398,P60670,P60670,Nuclear protein localization protein 4 homolog,Nploc4,Color2 [DarkGray],1,4,NA,NA,1,6,3,3,11.3055267333984,11.2724266052246,11.3406267166138,NA,10.5121259689331,11.0668268203735,10.344126701355,60,IRAK4,NONE
TRUE,2.74986130142987,-4.86056645711263,P60710,P60710,"Actin, cytoplasmic 1;Actin, cytoplasmic 1, N-terminally processed",Actb,Color2 [DarkGray],1,4,NA,NA,39,6,3,3,13.9784259796143,12.1257266998291,NA,14.0793266296387,18.2567253112793,18.5448265075684,17.9636268615723,60,IRAK4,NONE
FALSE,0.144062016259344,0.158291180928547,P60843,P60843,Eukaryotic initiation factor 4A-I,Eif4a1,Color2 [DarkGray],1,4,NA,NA,16,7,4,3,20.5230255126953,21.26442527771,20.5695266723633,20.1468257904053,20.4774265289307,21.1013259887695,19.8242263793945,60,IRAK4,NONE
FALSE,0.660898985009046,-1.17908334732056,P60867,P60867,40S ribosomal protein S20,Rps20,Color2 [DarkGray],1,4,NA,NA,3,7,4,3,22.9823265075684,22.6139259338379,23.4158267974854,20.4338264465332,23.4488258361816,24.1891269683838,22.9837265014648,60,IRAK4,NONE
TRUE,3.74628385963928,-3.22434075673421,P61027,P61027,Ras-related protein Rab-10,Rab10,Color2 [DarkGray],1,4,NA,NA,4,7,4,3,12.6663265228271,12.8040266036987,13.2689266204834,12.3281259536743,16.3733253479004,16.1422252655029,15.458025932312,60,IRAK4,NONE
TRUE,3.90152127654712,-5.45829137166341,P61161,P61161,Actin-related protein 2,Actr2,Color2 [DarkGray],1,4,NA,NA,15,7,4,3,20.5595264434814,19.2991256713867,19.3413257598877,20.2080268859863,25.5120258331299,25.9131259918213,24.5057258605957,60,IRAK4,NONE
FALSE,1.56125454139301,-1.21358299255371,P61164,P61164,Alpha-centractin,Actr1a,Color2 [DarkGray],1,4,NA,NA,6,7,4,3,16.9094257354736,17.3137264251709,16.21142578125,16.146125793457,17.969425201416,18.2266254425049,17.3802261352539,60,IRAK4,NONE
TRUE,2.82020928837788,-2.77349217732747,P84078;P61205;Q8BSL7,P84078;P61205;Q8BSL7,ADP-ribosylation factor 1;ADP-ribosylation factor 3;ADP-ribosylation factor 2,Arf1;Arf3;Arf2,Color2 [DarkGray],1,4,NA,NA,8,7,4,3,17.6322269439697,16.9008255004883,16.5210266113281,16.1711254119873,19.945426940918,19.7841262817383,19.0098266601563,60,IRAK4,NONE
FALSE,0.0772430800773666,-0.190125465393066,P61211,P61211,ADP-ribosylation factor-like protein 1,Arl1,Color2 [DarkGray],1,4,NA,NA,3,7,4,3,15.4070262908936,18.082426071167,15.9646263122559,14.8643264770508,16.5198268890381,16.6714267730713,15.6179265975952,60,IRAK4,NONE
TRUE,2.66691967611778,1.38610013326009,P61222,P61222,ATP-binding cassette sub-family E member 1,Abce1,Color2 [DarkGray],1,4,NA,NA,17,7,4,3,17.7279262542725,18.1066265106201,18.252025604248,17.5807266235352,16.8271255493164,16.5576267242432,16.207426071167,60,IRAK4,NONE
FALSE,0.982889727717757,-2.26490879058838,P61255,P61255,60S ribosomal protein L26,Rpl26,Color2 [DarkGray],1,4,NA,NA,6,7,4,3,19.496826171875,23.1528263092041,22.4631252288818,19.6718254089355,23.5305252075195,23.9342269897461,22.9184265136719,60,IRAK4,NONE
TRUE,3.17033099423916,-2.72003348668416,P61358,P61358,60S ribosomal protein L27,Rpl27,Color2 [DarkGray],1,4,NA,NA,4,7,4,3,21.2537269592285,21.5396251678467,21.3198261260986,20.5921268463135,24.0425262451172,24.3720264434814,23.2745265960693,60,IRAK4,NONE
TRUE,3.69602419005846,-3.25028347969055,P61406,P61406,Telomerase-binding protein EST1A,Smg6,Color2 [DarkGray],1,4,NA,NA,11,7,4,3,11.3252267837524,11.6513261795044,11.6016263961792,11.4518566131592,15.0141258239746,15.2641258239746,13.9951257705688,60,IRAK4,NONE
TRUE,1.86404426487382,2.63858350118001,P61514,P61514,60S ribosomal protein L37a,Rpl37a,Color2 [DarkGray],1,4,NA,NA,4,7,4,3,22.0183258056641,24.386926651001,24.119026184082,23.4984264373779,21.1242256164551,21.3874263763428,20.0896263122559,60,IRAK4,NONE
TRUE,2.55632289113948,-2.64511696497599,P61620,P61620,Protein transport protein Sec61 subunit alpha isoform 1,Sec61a1,Color2 [DarkGray],1,4,NA,NA,3,7,4,3,14.02392578125,14.9705257415771,14.0816259384155,13.410626411438,16.6552257537842,17.4338264465332,16.2113265991211,60,IRAK4,NONE
TRUE,2.90495685824348,-2.66459131240845,P61750,P61750,ADP-ribosylation factor 4,Arf4,Color2 [DarkGray],1,4,NA,NA,6,7,4,3,14.3800258636475,15.1220264434814,15.3987264633179,14.2196264266968,17.4256267547607,17.926025390625,16.9824256896973,60,IRAK4,NONE
FALSE,1.33163405811343,-1.74491572380066,P61963,P61963,DDB1- and CUL4-associated factor 7,Dcaf7,Color2 [DarkGray],1,4,NA,NA,5,7,4,3,15.3829259872437,15.4686260223389,14.6724262237549,16.8351268768311,17.5160255432129,18.0431251525879,16.4449253082275,60,IRAK4,NONE
