Significant,-LOG(P-value),Difference,T:.Protein.IDs,T:.Majority.protein.IDs,T:.Protein.names,T:.Gene.names,Symbol.color,Symbol.type,Symbol.size,Show.label,C:.Only.identified.by.site,C:.Reverse,C:.Potential.contami1000t,N:.Peptides,N:.Mol..weight.[kDa],N:.Valid.values,N:.Valid.values.15.min,N:.Valid.values.30.min,N:.Valid.values.60.min,N:.Valid.values.unstim,15.min.FG.167.neu,15.min.FG.168.neu,15.min.FG.169.neu,15.min.FG.170.neu,30.min.FG171.neu,30.min.FG172.neu,30.min.FG173.neu,30.min.FG174.neu,60.min.FG175.neu,60.min.FG176.neu,60.min.FG177.neu,60.min.FG178.neu,unstim.FG163.neu,unstim.FG164.neu,unstim.FG165.neu,unstim.FG166.neu,ORIGIN,PULLED_PROTEIN,KO
FALSE,0.63689709356654,0.437075138092041,O55029,O55029,Coatomer subunit beta,Copb2,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,9,102.45,16,4,4,4,4,14.4565687179565,14.7781686782837,15.2364683151245,15.4237689971924,15.4107685089111,15.0780687332153,14.2084684371948,15.0077686309814,14.9794683456421,14.0628690719604,14.1179685592651,14.7775688171387,13.8932685852051,15.0454683303833,14.4818687438965,14.7260684967041,15,MYD88,IRAK1
TRUE,2.07383600509979,2.0490999221801798,O55033,O55033,Cytoplasmic protein NCK2,Nck2,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,9,42.879,16,4,4,4,4,15.7750682830811,16.3596687316895,16.3076686859131,16.6998691558838,15.7915687561035,15.6003684997559,15.4956684112549,16.2763690948486,16.1161689758301,16.5751686096191,15.119068145752,15.7568683624268,12.7999687194824,14.4825687408447,14.5824689865112,15.0808687210083,15,MYD88,IRAK1
FALSE,1.20981344930575,0.884016672770182,O55091,O55091,Protein IMPACT,Impact,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,2,36.276,7,3,1,1,2,14.0448684692383,14.7191686630249,14.2020692825317,NA,13.586968421936,NA,NA,NA,NA,NA,13.0733690261841,NA,13.2356691360474,13.6403684616089,NA,NA,15,MYD88,IRAK1
FALSE,0.299221915504775,-0.226850271224976,O55128,O55128,Histone deacetylase complex subunit SAP18,Sap18,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,3,17.595,16,4,4,4,4,15.7288684844971,16.091968536377,16.0297679901123,15.6858682632446,15.8433685302734,15.9055681228638,15.6928682327271,16.3602676391602,15.0782690048218,16.6418685913086,14.818868637085,16.6756687164307,16.7156677246094,15.7247686386108,16.5237693786621,15.4796686172485,15,MYD88,IRAK1
FALSE,0.0332545066003255,-0.0713253021240234,O55131,O55131,Septin-7,44446,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,1,50.549,11,4,3,2,2,12.6317691802979,12.9464683532715,13.5196685791016,11.5900688171387,11.6320686340332,NA,11.6682691574097,13.9079685211182,13.7919683456421,NA,13.2227687835693,NA,12.0985689163208,13.388069152832,NA,NA,15,MYD88,IRAK1
FALSE,1.97039789633827,0.980575561523438,O55135,O55135,Eukaryotic translation initiation factor 6,Eif6,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,6,26.511,16,4,4,4,4,19.9060688018799,20.8174686431885,20.6494693756104,20.5826683044434,18.8750686645508,18.8873691558838,18.8701686859131,20.4076690673828,19.507568359375,18.7230682373047,18.6709690093994,19.9173679351807,19.1271686553955,19.2799682617188,19.7958679199219,19.8303680419922,15,MYD88,IRAK1
FALSE,0.398014668250921,0.560800075531006,O55142,O55142,60S ribosomal protein L35a,Rpl35a,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,7,12.554,16,4,4,4,4,22.2947692871094,23.2243690490723,23.5240688323975,23.2797679901123,23.1490688323975,22.9892692565918,23.4439697265625,23.2980690002441,22.0444679260254,22.2108688354492,22.3497695922852,21.6036682128906,20.894868850708,23.1187686920166,22.7178688049316,23.3482685089111,15,MYD88,IRAK1
FALSE,1.3935989894889,1.12502455711365,O55143;Q8R429;Q64518,O55143;Q8R429,Sarcoplasmic/endoplasmic reticulum calcium ATPase 2;Sarcoplasmic/endoplasmic reticulum calcium ATPase 1,Atp2a2;Atp2a1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,8,114.86,16,4,4,4,4,15.3217687606812,15.1604681015015,15.8444681167603,15.6981687545776,15.6404685974121,15.5309686660767,15.0299682617188,15.9399681091309,14.8104686737061,14.2589683532715,14.2597684860229,14.4756689071655,13.3094692230225,14.8780689239502,14.2367687225342,15.1004686355591,15,MYD88,IRAK1
FALSE,0.491823738269516,0.331875801086426,O55187,O55187,E3 SUMO-protein ligase CBX4,Cbx4,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,10,60.522,16,4,4,4,4,16.3272686004639,16.8826694488525,16.1818695068359,16.3416690826416,16.5084686279297,16.320068359375,16.5928688049316,16.9322681427002,16.3460693359375,16.029369354248,15.2662687301636,15.559868812561,15.3519687652588,16.3408679962158,16.1304683685303,16.5826683044434,15,MYD88,IRAK1
FALSE,0.100852472926465,-0.173649787902832,O55201,O55201,Transcription elongation factor SPT5,Supt5h,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,10,120.66,16,4,4,4,4,12.9325685501099,15.26646900177,15.1063690185547,14.5778684616089,14.2075691223145,14.9602689743042,13.8458690643311,15.4053688049316,13.7646684646606,13.5043687820435,13.9332685470581,13.1518688201904,14.3412685394287,15.6518688201904,14.4071683883667,14.1775684356689,15,MYD88,IRAK1
FALSE,0.531920790087609,-1.21551966667175,O55236,O55236,mRNA-capping enzyme;Polynucleotide 5-triphosphatase;mRNA guanylyltransferase,Rngtt,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,5,68.683,16,4,4,4,4,9.61528873443604,12.9799690246582,13.4526691436768,14.3810691833496,14.4603691101074,13.9965686798096,15.2524681091309,15.0819683074951,15.7633686065674,14.5962686538696,13.8402690887451,14.2964687347412,13.4052686691284,13.6040687561035,14.0303688049316,14.251368522644,15,MYD88,IRAK1
FALSE,1.1905431620999,0.52422571182251,O70126,O70126,Aurora kinase B,Aurkb,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,8,39.384,16,4,4,4,4,16.3563690185547,16.9267692565918,17.1533679962158,16.8859691619873,14.7775688171387,17.4157676696777,16.7338676452637,17.7827682495117,15.8759689331055,15.7615690231323,15.5510683059692,15.063868522644,16.0508689880371,16.0246677398682,16.6612682342529,16.4887676239014,15,MYD88,IRAK1
FALSE,0.958070830987537,0.570574760437012,O70133,O70133,ATP-dependent RNA helicase A,Dhx9,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,50,149.47,16,4,4,4,4,22.3481693267822,22.59716796875,22.8707695007324,22.5518684387207,22.184268951416,22.094669342041,22.4504680633545,22.5421695709229,22.2383689880371,21.5072689056396,21.5388679504395,21.6479682922363,21.2369689941406,22.2774696350098,22.0084686279297,22.5627689361572,15,MYD88,IRAK1
FALSE,0.754919299753686,1.27239990234375,O70152,O70152,Dolichol-phosphate mannosyltransferase subunit 1,Dpm1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,3,29.174,16,4,4,4,4,15.3197689056396,15.7828683853149,17.0280685424805,15.8731689453125,16.1023693084717,15.7256689071655,16.2611694335938,14.8471689224243,15.2843685150146,15.2655687332153,15.418568611145,15.5535688400269,12.5813684463501,15.0078687667847,15.3191690444946,16.0058689117432,15,MYD88,IRAK1
FALSE,0.258496060772259,0.204500198364258,O70157,O70157,DNA topoisomerase 3-alpha,Top3a,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,5,112.36,16,4,4,4,4,12.7205686569214,12.9945688247681,13.4860687255859,12.915168762207,13.1942691802979,13.6314687728882,13.8707685470581,14.2015686035156,13.4413690567017,13.1055688858032,12.9889688491821,12.7248687744141,12.2224683761597,13.1005687713623,12.5126686096191,13.4626684188843,15,MYD88,IRAK1
FALSE,0.999003460445986,0.659924983978271,O70194,O70194,Eukaryotic translation initiation factor 3 subunit D,Eif3d,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,21,63.988,16,4,4,4,4,19.7815685272217,20.3629684448242,20.5468692779541,20.4582691192627,19.7955684661865,19.679967880249,19.3088684082031,19.562068939209,19.5093688964844,19.0654678344727,19.2541694641113,19.4739685058594,18.8015689849854,19.9564685821533,19.6367683410645,20.1151695251465,15,MYD88,IRAK1
FALSE,0.184177958872269,0.403150081634521,O70251,O70251,Elongation factor 1-beta,Eef1b,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,5,24.693,15,4,3,4,4,15.6738681793213,15.8319683074951,16.1219692230225,13.6789684295654,13.2534685134888,NA,15.6524686813354,14.4437685012817,13.5161685943604,12.7265691757202,14.2063684463501,15.7667684555054,14.8756685256958,13.192268371582,15.3175687789917,16.3086681365967,15,MYD88,IRAK1
FALSE,0.235956435823274,0.30987548828125,O70279,O70279,Protein DGCR14,Dgcr14,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,4,52.603,16,4,4,4,4,12.3564691543579,13.4666690826416,14.0246686935425,12.9862689971924,12.9812688827515,13.8478689193726,13.5542688369751,13.9249687194824,12.0470685958862,13.2848691940308,11.348669052124,12.1065683364868,12.1382684707642,13.6985683441162,12.3054685592651,13.4522686004639,15,MYD88,IRAK1
FALSE,0.697084578965005,0.374675273895264,O70305,O70305,Ataxin-2,Atxn2,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,24,136.48,16,4,4,4,4,18.4731693267822,19.1466693878174,18.8860683441162,18.8059692382813,18.8185691833496,18.7988681793213,18.7830696105957,19.3066692352295,19.0006694793701,18.7664680480957,18.4411678314209,18.3090686798096,17.9214687347412,18.7229690551758,18.2720680236816,18.8966693878174,15,MYD88,IRAK1
FALSE,0.617586432747339,0.375325202941895,O70311,O70311,Glycylpeptide N-tetradecanoyltransferase 2,Nmt2,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,9,60.484,16,4,4,4,4,16.4449691772461,16.4054679870605,16.9303684234619,17.4163684844971,16.3498687744141,16.4487686157227,15.8926687240601,15.815468788147,15.799168586731,15.7022686004639,15.53346824646,15.1254682540894,16.0364685058594,16.5530681610107,16.3071689605713,16.7991676330566,15,MYD88,IRAK1
FALSE,1.02464810170026,0.822450399398804,O70325,O70325,"Phospholipid hydroperoxide glutathione peroxidase, mitochondrial",Gpx4,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,3,22.228,16,4,4,4,4,16.3022689819336,16.7371692657471,17.0897693634033,16.6029682159424,16.6561679840088,16.8791694641113,16.7068691253662,16.5406684875488,14.5874681472778,16.0906677246094,15.9263687133789,14.3124685287476,14.9015684127808,15.9105682373047,15.8641681671143,16.7660694122314,15,MYD88,IRAK1
FALSE,0.820915943145478,0.276700019836426,O70422,O70422,General transcription factor IIH subunit 4,Gtf2h4,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,8,52.224,16,4,4,4,4,15.5409688949585,15.7494688034058,16.0382690429688,16.0710678100586,15.6419687271118,15.0852689743042,15.4052686691284,16.7042694091797,15.4277687072754,15.3265686035156,14.9616689682007,14.799768447876,15.8213682174683,15.6655683517456,15.2993688583374,15.5066690444946,15,MYD88,IRAK1
FALSE,0.466548188840067,0.407299995422363,O70503,O70503,Very-long-chain 3-oxoacyl-CoA reductase,Hsd17b12,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,7,34.741,16,4,4,4,4,18.0992679595947,18.7903690338135,18.2350692749023,17.8696689605713,17.2928676605225,18.3062686920166,18.2471694946289,17.8807678222656,17.8083686828613,17.162467956543,17.0812683105469,17.350269317627,16.832368850708,18.1818695068359,18.0178680419922,18.3330688476563,15,MYD88,IRAK1
FALSE,0.589137185134681,0.529850482940674,O70551,O70551,SRSF protein kinase 1,Srpk1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,19,73.088,16,4,4,4,4,18.7022686004639,19.4225692749023,19.6536693572998,19.4592685699463,19.281867980957,19.2215690612793,19.4597682952881,19.5400695800781,19.2845687866211,18.8483695983887,18.7864685058594,18.4296684265137,17.9142684936523,19.4277687072754,18.4200687408447,19.3562679290771,15,MYD88,IRAK1
FALSE,0.0127992732310661,0.0112249851226807,O88196,O88196,E3 ubiquitin-protein ligase TTC3,Ttc3,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,31,223.93,16,4,4,4,4,14.7238683700562,15.8243684768677,15.3861684799194,15.1349687576294,15.8321685791016,14.8517684936523,14.9420680999756,14.9473686218262,15.6512689590454,14.9215688705444,14.8163681030273,14.8516683578491,14.7367687225342,15.2754688262939,15.4126682281494,15.5995683670044,15,MYD88,IRAK1
FALSE,0.465041647110684,-0.494274854660034,O88286,O88286,Protein Wiz,Wiz,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,8,184.29,16,4,4,4,4,12.6428689956665,12.5280685424805,13.8684692382813,14.0159692764282,13.1013689041138,13.4096689224243,13.5776691436768,14.6809682846069,13.4724683761597,12.9049692153931,13.3911685943604,13.1797685623169,12.9848690032959,14.0915689468384,13.7550687789917,14.2009687423706,15,MYD88,IRAK1
FALSE,0.595851974512665,-0.368674755096436,O88291,O88291,DBIRD complex subunit ZNF326,Znf326,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,9,65.225,16,4,4,4,4,15.9397687911987,16.0181694030762,15.9962682723999,15.4076681137085,16.6196689605713,16.9285678863525,16.5735683441162,17.032169342041,16.0693683624268,14.8636684417725,15.3371686935425,15.5977687835693,15.5573682785034,16.7685680389404,16.3739681243896,16.1366691589355,15,MYD88,IRAK1
TRUE,2.32726736343503,3.53172445297241,O88342,O88342,WD repeat-containing protein 1,Wdr1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,9,66.406,16,4,4,4,4,16.5144691467285,16.431568145752,16.9784679412842,16.5477676391602,16.3297691345215,15.2313690185547,15.4705686569214,14.6959686279297,15.3304681777954,15.7631683349609,14.8682689666748,16.8262691497803,10.8617687225342,13.5425691604614,13.2891683578491,14.6518688201904,15,MYD88,IRAK1
FALSE,0.0860500056927577,0.0556001663208008,O88379,O88379,Bromodomain adjacent to zinc finger domain protein 1A,Baz1a,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,23,178.46,16,4,4,4,4,16.6958694458008,16.6600685119629,16.7801685333252,17.0515689849854,16.8756694793701,17.6093692779541,16.2677688598633,17.0268688201904,16.5489692687988,16.1381683349609,16.6181678771973,16.5623683929443,16.1833686828613,17.2313690185547,16.7028694152832,16.8476676940918,15,MYD88,IRAK1
TRUE,2.78525862555038,2.55847501754761,O88398,O88398,Advillin,Avil,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,25,92.031,16,4,4,4,4,19.2362689971924,19.5951690673828,19.3891677856445,19.2230682373047,19.1669692993164,18.8780689239502,18.4931678771973,18.807767868042,18.5908679962158,18.6068687438965,17.9204692840576,18.4131679534912,15.7719688415527,16.9914684295654,16.469367980957,17.9769687652588,15,MYD88,IRAK1
FALSE,1.57207685594547,1.05279970169067,O88466,O88466,Zinc finger protein 106,Znf106,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,5,208.96,16,4,4,4,4,12.3446683883667,12.9947690963745,12.3862686157227,13.4697685241699,11.9727687835693,11.0746688842773,11.8621692657471,12.4512691497803,11.1349687576294,11.7562685012817,11.6298685073853,10.4845685958862,11.0479688644409,12.0889692306519,12.0495691299438,11.7977685928345,15,MYD88,IRAK1
FALSE,0.420170702255953,0.528992255528769,O88491,O88491,"Histone-lysine N-methyltransferase, H3 lysine-36 and H4 lysine-20 specific",Nsd1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,1,284.08,10,3,1,2,4,NA,8.10061836242676,8.62573909759521,7.78201866149902,7.61413860321045,NA,NA,NA,7.7726583480835,7.22396850585938,NA,NA,6.38894939422607,7.82924842834473,7.99882888793945,8.34483909606934,15,MYD88,IRAK1
TRUE,1.78785049279377,2.77174973487854,O88502,O88502,"High affinity cAMP-specific and IBMX-insensitive 3,5-cyclic phosphodiesterase 8A",Pde8a,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,9,93.17,16,4,4,4,4,14.8328685760498,14.5476684570313,15.875768661499,15.0877685546875,14.7883682250977,15.44566822052,12.3446683883667,14.1150684356689,14.689868927002,13.3905687332153,13.4409685134888,14.1262683868408,10.1629686355591,12.3096685409546,12.8879690170288,13.8964691162109,15,MYD88,IRAK1
FALSE,0.372341512103829,-0.533674955368042,O88508;P0DOY1,O88508,DNA (cytosine-5)-methyltransferase 3A,Dnmt3a,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,11,101.67,16,4,4,4,4,12.3336687088013,13.2268686294556,12.905068397522,12.8451690673828,11.8472690582275,14.2112684249878,10.2138586044312,14.9066686630249,8.08729839324951,10.6207685470581,12.4716691970825,11.9645690917969,13.836968421936,14.2763690948486,13.7177686691284,11.6143684387207,15,MYD88,IRAK1
FALSE,0.543409968064755,-0.471802949905396,O88509,O88509,DNA (cytosine-5)-methyltransferase 3B,Dnmt3b,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,3,97.227,11,4,2,1,4,9.54519844055176,10.6895685195923,10.5203685760498,9.32392883300781,NA,9.66230869293213,NA,9.51631927490234,NA,NA,NA,8.50687885284424,10.6260690689087,10.8916692733765,10.5556688308716,9.8928689956665,15,MYD88,IRAK1
FALSE,0.0676381781703087,0.182725191116333,O88520,O88520,Leucine-rich repeat protein SHOC-2,Shoc2,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,2,64.892,15,3,4,4,4,12.8852691650391,13.4668684005737,NA,10.8282690048218,12.8686685562134,11.20396900177,13.6129684448242,13.1485691070557,14.4197683334351,11.4951686859131,12.8984689712524,12.9663686752319,10.6648683547974,12.3926687240601,12.3362684249878,13.4491691589355,15,MYD88,IRAK1
FALSE,0.876606723979686,0.482875347137451,O88532,O88532,Zinc finger RNA-binding protein,Zfr,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,33,116.86,16,4,4,4,4,19.3236694335938,19.6886692047119,19.8190689086914,19.4556694030762,19.4942684173584,19.2621688842773,19.8162689208984,19.9868679046631,19.3162689208984,18.9237689971924,18.9802684783936,18.7212696075439,18.3791694641113,19.4648685455322,19.0613689422607,19.4501686096191,15,MYD88,IRAK1
FALSE,0.0699433795947214,0.270508686701456,O88554,O88554,Poly [ADP-ribose] polymerase 2,Parp2,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,3,63.396,13,3,3,3,4,NA,14.1723690032959,10.4861688613892,10.5215692520142,12.454568862915,13.6041688919067,NA,11.7870683670044,12.7586688995361,12.5593690872192,NA,11.3744688034058,11.2138690948486,13.5139684677124,9.78236865997314,11.3145685195923,15,MYD88,IRAK1
FALSE,0.0690034591848454,-0.146341403325399,O88559,O88559,Menin,Men1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,1,67.5,9,4,1,1,3,11.999568939209,13.3310689926147,12.2448692321777,11.4400691986084,12.1078691482544,NA,NA,NA,NA,9.82638835906982,NA,NA,13.3377685546875,12.832368850708,11.0305690765381,NA,15,MYD88,IRAK1
FALSE,0.0769562889594524,0.0854249000549316,O88569,O88569,Heterogeneous nuclear ribonucleoproteins A2/B1,Hnrnpa2b1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,23,37.402,16,4,4,4,4,23.725269317627,23.8350696563721,24.1406688690186,23.6768684387207,24.258768081665,24.2604694366455,24.4148693084717,24.5250682830811,23.7508678436279,23.2721691131592,23.3555679321289,23.1992683410645,22.6179695129395,24.2047691345215,23.966968536377,24.2464694976807,15,MYD88,IRAK1
FALSE,0.411832194750082,0.551133314768473,O88587,O88587,Catechol O-methyltransferase,Comt,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,1,29.486,13,3,3,3,4,13.8915691375732,NA,14.8316688537598,15.3824682235718,14.5424690246582,13.8682689666748,15.1546688079834,NA,15.7910690307617,15.063268661499,14.1735687255859,NA,13.4903688430786,13.4900684356689,14.9229688644409,14.6996688842773,15,MYD88,IRAK1
FALSE,0.867325367897133,0.928750276565552,O88622,O88622,Poly(ADP-ribose) glycohydrolase,Parg,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,2,109.32,14,4,4,4,2,11.4699687957764,10.7257690429688,11.01526927948,11.7166690826416,10.2139492034912,11.5450687408447,9.86702919006348,11.5588684082031,11.0665683746338,10.6065683364868,11.2040691375732,10.7951688766479,9.6994686126709,10.9068689346313,NA,NA,15,MYD88,IRAK1
FALSE,0.764728352957845,0.702249765396118,O88665,O88665,Bromodomain-containing protein 7,Brd7,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,6,73.999,16,4,4,4,4,15.3202686309814,15.691668510437,15.3821687698364,15.7978687286377,14.9224681854248,15.6354684829712,14.345269203186,14.0439691543579,14.8604688644409,14.5685682296753,15.6813688278198,13.5394687652588,14.1840686798096,14.3963689804077,14.6798686981201,16.1226692199707,15,MYD88,IRAK1
FALSE,0.59581817862092,0.869800090789795,O88685,O88685,26S protease regulatory subunit 6A,Psmc3,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,5,49.548,16,4,4,4,4,13.0681686401367,15.7345685958862,14.4095687866211,14.1429691314697,15.2272682189941,15.3574686050415,14.6329689025879,14.0104684829712,14.5086688995361,14.4329690933228,14.2013683319092,13.9298686981201,13.0602684020996,14.019868850708,12.5009689331055,14.2949686050415,15,MYD88,IRAK1
FALSE,0.510878572817479,0.572875022888184,O88700,O88700,Bloom syndrome protein homolog,Blm,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,22,158.36,16,4,4,4,4,15.4031686782837,16.5445690155029,15.9019689559937,16.4033679962158,15.8772687911987,16.1090679168701,16.3903694152832,16.3707695007324,16.101167678833,16.1293678283691,15.7383689880371,14.6388683319092,14.1766691207886,15.711968421936,16.0468692779541,16.0260677337646,15,MYD88,IRAK1
FALSE,0.214038311384374,0.352299690246582,O88708;CON__Q2YDI2,O88708,Origin recognition complex subunit 4,Orc4,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,7,49.981,16,4,4,4,4,16.9388694763184,18.7812690734863,18.8996677398682,16.8998680114746,17.6062679290771,17.9650688171387,18.021167755127,17.2784690856934,16.8858680725098,17.7938690185547,16.8405685424805,16.8468685150146,16.537769317627,17.5396690368652,17.9232692718506,18.1097679138184,15,MYD88,IRAK1
FALSE,0.17573924897724,0.18499493598938,O88738,O88738,Baculoviral IAP repeat-containing protein 6,Birc6,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,2,532.16,16,4,4,4,4,8.63303852081299,8.69752883911133,9.20161914825439,8.70122909545898,8.63702869415283,8.27638912200928,10.8525686264038,9.31171894073486,8.5568790435791,8.58009910583496,9.69990921020508,8.50565910339355,7.78046894073486,8.60402870178223,9.65412902832031,8.45480918884277,15,MYD88,IRAK1
FALSE,0.160677075312069,0.178374767303467,O88796,O88796,Ribonuclease P protein subunit p30,Rpp30,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,2,29.473,16,4,4,4,4,14.1847686767578,15.2186689376831,14.7847681045532,13.9183683395386,13.9275684356689,14.4449691772461,15.9141683578491,15.8788681030273,15.3633689880371,14.2640686035156,12.1869688034058,13.8903684616089,13.4377689361572,14.4733686447144,14.6982688903809,14.7836685180664,15,MYD88,IRAK1
FALSE,1.27848616349424,1.65123335520426,O88852,O88852,Testis-specific Y-encoded-like protein 1,Tspyl1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,2,42.993,8,3,1,1,3,NA,13.4448690414429,13.1131687164307,12.2573690414429,12.399468421936,NA,NA,NA,NA,12.7191686630249,NA,NA,11.6718692779541,10.3110685348511,NA,11.8787689208984,15,MYD88,IRAK1
FALSE,0.266953761898129,0.277700185775757,O88874,O88874,Cyclin-K,Ccnk,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,5,61.363,16,4,4,4,4,15.4690685272217,15.6734685897827,16.0636692047119,15.3506689071655,15.7827682495117,15.8568687438965,16.358268737793,15.7673683166504,16.063268661499,15.6235685348511,14.9351682662964,15.0454683303833,14.3157691955566,15.6423683166504,15.2730684280396,16.2148685455322,15,MYD88,IRAK1
FALSE,0.599464973249309,1.62520178159078,O88907,O88907,E3 SUMO-protein ligase PIAS1,Pias1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,2,71.617,13,4,3,3,3,12.5084686279297,9.84186840057373,13.4969692230225,14.0242691040039,12.5912685394287,14.4745683670044,NA,10.8812685012817,12.5892686843872,13.3048686981201,NA,13.8706684112549,12.271068572998,NA,10.2605686187744,9.99643898010254,15,MYD88,IRAK1
FALSE,0.117486478473413,0.128925323486328,O88939,O88939,Zinc finger and BTB domain-containing protein 7A,Zbtb7a,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,7,60.28,16,4,4,4,4,16.7178688049316,17.102668762207,16.9827690124512,17.1623687744141,17.6352691650391,17.0701694488525,15.9989681243896,17.9267692565918,16.8325691223145,17.5014686584473,16.8811683654785,17.4639682769775,15.8762683868408,16.6167678833008,17.2617683410645,17.6951694488525,15,MYD88,IRAK1
FALSE,0.444196757860478,-0.733099699020386,O88942,O88942,"Nuclear factor of activated T-cells, cytoplasmic 1",Nfatc1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,4,77.832,16,4,4,4,4,11.9228687286377,11.8527688980103,11.8550691604614,13.1541690826416,14.5322685241699,14.5072689056396,13.7201690673828,13.1536684036255,12.8012685775757,12.9038686752319,13.8604688644409,14.6195688247681,11.1901683807373,13.6109685897827,12.657769203186,14.2583684921265,15,MYD88,IRAK1
FALSE,0.508737209426049,0.481599807739258,O88967,O88967,ATP-dependent zinc metalloprotease YME1L1,Yme1l1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,9,80.027,16,4,4,4,4,14.9860687255859,16.0758686065674,16.3293685913086,15.3581686019897,15.4650688171387,15.5008687973022,15.2908687591553,15.6869688034058,15.3364686965942,15.0167684555054,15.4014682769775,15.0714683532715,14.305869102478,15.3892688751221,15.5606689453125,15.567268371582,15,MYD88,IRAK1
FALSE,0.169667599154594,0.205349922180176,O88986,O88986,"2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial",Gcat,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,1,44.93,10,4,2,0,4,10.5336685180664,10.397668838501,11.2065687179565,10.5689687728882,10.7336692810059,11.078369140625,NA,NA,NA,NA,NA,NA,9.3175687789917,10.6658687591553,10.4950685501099,11.4069690704346,15,MYD88,IRAK1
