Significant,-LOG(P-value),Difference,Protein.IDs,Majority.protein.IDs,Protein.names,Gene.names,Potential.contaminant,Peptides,Mol..weight.[kDa],Valid.values,Valid.values.30.min,Valid.values.unstim,30.min_1.neu,30.min_2.neu,30.min_3.neu,30.min_4.neu,unstim_1.neu,unstim_2.neu,unstim_3.neu,unstim_4.neu,ORIGIN,PULLED_PROTEIN,KO
TRUE,3.40900702700049,1.24364900588989,P20152;P15331;P03995,P20152,Vimentin,Vim,NA,57,53.687,8,4,4,26.6198997497559,26.862699508667,27.1315002441406,26.3659992218018,25.5393009185791,25.5333003997803,25.3250007629395,25.6079006195068,30,MYD88,NONE
TRUE,4.13881597722711,3.92810010910034,P21107,P21107,Tropomyosin alpha-3 chain,Tpm3,NA,14,32.994,8,4,4,23.9039001464844,23.7548007965088,24.6082992553711,22.8036003112793,20.2644996643066,19.8449001312256,19.4281997680664,19.8206005096436,30,MYD88,NONE
TRUE,2.9670457014508,1.03492498397827,P23116,P23116,Eukaryotic translation initiation factor 3 subunit A,Eif3a,NA,49,161.93,8,4,4,19.92799949646,20.1254005432129,20.3743000030518,19.7173004150391,19.0554008483887,18.9960994720459,18.7192001342773,19.2346000671387,30,MYD88,NONE
TRUE,2.56382790735114,1.81537485122681,P23242,P23242,Gap junction alpha-1 protein,Gja1,NA,8,43.004,8,4,4,18.1555004119873,17.6019992828369,18.6923999786377,17.3584995269775,16.7861995697021,16.0457000732422,15.8842000961304,15.8308000564575,30,MYD88,NONE
TRUE,3.3189151074113,3.84382470448812,P23475,P23475,X-ray repair cross-complementing protein 6,Xrcc6,NA,15,69.483,7,4,3,16.2122993469238,14.8801002502441,16.7274990081787,15.7586002349854,11.9162998199463,NA,11.90980052948,12.3262996673584,30,MYD88,NONE
TRUE,2.94214697177619,2.10252459843954,P23772,P23772,Trans-acting T-cell-specific transcription factor GATA-3,Gata3,NA,2,47.967,7,4,3,16.9788990020752,16.7800006866455,16.1126003265381,16.2337989807129,14.3395004272461,NA,14.069299697876,14.8626003265381,30,MYD88,NONE
TRUE,1.37889752372773,1.8309497833252,P23949,P23949,"Zinc finger protein 36, C3H1 type-like 2",Zfp36l2,NA,4,50.069,8,4,4,16.875,15.5431995391846,16.7763996124268,13.9216003417969,13.7726001739502,14.4558000564575,13.7931003570557,13.770899772644,30,MYD88,NONE
TRUE,2.33923574559124,1.63352537155151,P24547,P24547,Inosine-5-monophosphate dehydrogenase 2,Impdh2,NA,25,55.814,8,4,4,18.2929000854492,18.5009002685547,18.8015003204346,17.3043003082275,16.8696994781494,16.6126003265381,16.0727996826172,16.8104000091553,30,MYD88,NONE
TRUE,2.9926033433859,1.27054977416992,P24860,P24860,G2/mitotic-specific cyclin-B1,Ccnb1,NA,9,48.051,8,4,4,16.5179004669189,16.5580997467041,16.7215995788574,16.2141990661621,15.5052995681763,15.0806999206543,14.7782001495361,15.5654001235962,30,MYD88,NONE
TRUE,2.58221250202323,1.55702495574951,P25976,P25976,Nucleolar transcription factor 1,Ubtf,NA,14,89.508,8,4,4,16.3593006134033,16.1259994506836,17.025899887085,16.1443996429443,15.2822999954224,14.3277997970581,14.5963001251221,15.2210998535156,30,MYD88,NONE
TRUE,1.16142368792383,2.05765008926392,P26041,P26041,Moesin,Msn,NA,34,67.766,8,4,4,16.8087005615234,17.0044994354248,17.2112007141113,15.1349000930786,16.8083992004395,13.182300567627,14.1167001724243,13.8213005065918,30,MYD88,NONE
TRUE,3.04494243234944,5.05073277155558,P27641,P27641,X-ray repair cross-complementing protein 5,Xrcc5,NA,14,83.056,7,4,3,16.136100769043,16.5977993011475,16.7052993774414,14.8703994750977,12.2662000656128,10.4201002120972,NA,10.3937005996704,30,MYD88,NONE
TRUE,0.70501520005874,2.21792578697205,P27661,P27661,Histone H2AX,H2afx,NA,6,15.142,6,4,2,19.1571006774902,19.863899230957,15.9707002639771,19.9568004608154,NA,16.9687995910645,16.0695991516113,NA,30,MYD88,NONE
TRUE,3.29443931916807,2.07349967956543,P28656,P28656,Nucleosome assembly protein 1-like 1,Nap1l1,NA,14,45.345,8,4,4,22.3362998962402,22.1518001556396,22.6784000396729,21.4202003479004,20.2261009216309,20.4235000610352,19.7637004852295,19.8794002532959,30,MYD88,NONE
TRUE,2.13392191531439,2.31349992752075,P29037;Q6SJ95,P29037,TATA-box-binding protein,Tbp,NA,3,34.709,6,4,2,16.3510990142822,16.8717002868652,17.3087997436523,17.0128002166748,NA,15.141900062561,14.0032997131348,NA,30,MYD88,NONE
TRUE,1.67298381339764,1.26069974899292,P30416,P30416,"Peptidyl-prolyl cis-trans isomerase FKBP4;Peptidyl-prolyl cis-trans isomerase FKBP4, N-terminally processed",Fkbp4,NA,30,51.572,8,4,4,14.8943996429443,15.2515001296997,15.5071001052856,16.5055999755859,14.3480997085571,14.763500213623,13.7159004211426,14.2883005142212,30,MYD88,NONE
TRUE,2.19491087299283,1.65804982185364,P30681,P30681,High mobility group protein B2,Hmgb2,NA,8,24.162,8,4,4,17.1786994934082,17.7236995697021,17.2810001373291,18.6550998687744,16.1700000762939,16.4715995788574,15.4142999649048,16.1504001617432,30,MYD88,NONE
TRUE,2.06239347634612,1.64295029640198,P35123,P35123,Ubiquitin carboxyl-terminal hydrolase 4,Usp4,NA,22,108.34,8,4,4,14.1269998550415,14.7911005020142,14.4328002929688,14.2138004302979,11.9196996688843,13.6684999465942,12.2506999969482,13.1540002822876,30,MYD88,NONE
TRUE,2.92851557139562,2.68785047531128,P35700,P35700,Peroxiredoxin-1,Prdx1,NA,12,22.176,8,4,4,20.7875003814697,20.3635997772217,21.1786003112793,19.6984996795654,18.5933990478516,17.4965991973877,17.0496997833252,18.1371002197266,30,MYD88,NONE
TRUE,2.67904023454229,1.2148003578186,P38647,P38647,"Stress-70 protein, mitochondrial",Hspa9,NA,33,73.46,8,4,4,20.4923000335693,20.6259002685547,21.1935005187988,20.2630996704102,19.6439990997314,19.4505996704102,19.0657005310059,19.5552997589111,30,MYD88,NONE
TRUE,2.40650838738443,2.37329983711243,P39688;Q04736;P05480;P08103,P39688,Tyrosine-protein kinase Fyn,Fyn,NA,10,60.674,8,4,4,18.2162990570068,17.0713005065918,19.0522994995117,17.1599998474121,15.8984994888306,14.8542003631592,15.6883001327515,15.5656995773315,30,MYD88,NONE
TRUE,4.36023383365794,2.54022455215454,P40630,P40630,"Transcription factor A, mitochondrial",Tfam,NA,3,27.987,7,4,3,17.1858997344971,17.4661998748779,17.7204990386963,17.2710990905762,14.568699836731,14.9554996490479,NA,15.0879001617432,30,MYD88,NONE
TRUE,2.08492662966394,1.22594928741455,P41105,P41105,60S ribosomal protein L28,Rpl28,NA,6,15.733,8,4,4,23.907299041748,24.0571002960205,23.9375991821289,23.1828994750977,22.5256004333496,23.1601009368896,21.9545001983643,22.5408992767334,30,MYD88,NONE
TRUE,1.68117999529798,2.08077478408813,P41241,P41241,Tyrosine-protein kinase CSK,Csk,NA,15,50.716,8,4,4,17.2159996032715,16.796199798584,16.6704998016357,15.9470996856689,15.6884994506836,15.0139999389648,14.7785005569458,12.8256998062134,30,MYD88,NONE
TRUE,3.88324347878397,1.32485008239746,P42932,P42932,T-complex protein 1 subunit theta,Cct8,NA,33,59.555,8,4,4,18.2476997375488,18.5205993652344,18.5426998138428,18.2938003540039,17.3134994506836,17.2134990692139,16.7068996429443,17.0715007781982,30,MYD88,NONE
TRUE,1.97730692367162,2.38512468338013,P45591,P45591,Cofilin-2,Cfl2,NA,7,18.709,8,4,4,18.2502994537354,18.8335990905762,19.3192005157471,16.9844989776611,16.6625995635986,16.2204990386963,16.1963005065918,14.7677001953125,30,MYD88,NONE
TRUE,2.42854613709685,1.9035329023997,P46467,P46467,Vacuolar protein sorting-associated protein 4B,Vps4b,NA,10,49.419,7,3,4,NA,15.675199508667,15.2214994430542,14.2024002075195,13.2178001403809,13.1602001190186,13.2006998062134,12.9393005371094,30,MYD88,NONE
TRUE,1.66321946290118,1.28867483139038,P46638;P62492;Q9WTL2,P46638;P62492,Ras-related protein Rab-11B;Ras-related protein Rab-11A,Rab11b;Rab11a,NA,12,24.489,6,4,2,14.6535005569458,14.9737997055054,15.3080997467041,15.2971000671387,NA,14.2014999389648,NA,13.3374004364014,30,MYD88,NONE
TRUE,3.05414077760063,2.44285011291504,P47753,P47753,F-actin-capping protein subunit alpha-1,Capza1,NA,9,32.939,8,4,4,23.2705001831055,23.1420993804932,23.7362995147705,21.9431991577148,20.8978996276855,20.4389991760254,20.6271991729736,20.3565998077393,30,MYD88,NONE
TRUE,3.7164444173335,2.28957509994507,P47754,P47754,F-actin-capping protein subunit alpha-2,Capza2,NA,12,32.967,8,4,4,23.043399810791,22.8386993408203,23.5664005279541,22.3759002685547,20.9778003692627,20.3962993621826,20.4706001281738,20.8213996887207,30,MYD88,NONE
TRUE,3.17745569509475,1.96892547607422,P47757,P47757,F-actin-capping protein subunit beta,Capzb,NA,17,31.345,8,4,4,22.5603008270264,22.4629993438721,23.0757999420166,21.7490005493164,20.8115997314453,20.2126007080078,20.6271991729736,20.3209991455078,30,MYD88,NONE
TRUE,2.6746221242832,1.09362506866455,P48678,P48678,Prelamin-A/C;Lamin-A/C,Lmna,NA,30,74.237,8,4,4,18.0872993469238,18.5146007537842,18.4971008300781,18.0224990844727,17.2688007354736,17.0928993225098,16.7926998138428,17.5925998687744,30,MYD88,NONE
TRUE,1.44471114148645,1.33670020103455,P48760,P48760,"Folylpolyglutamate synthase, mitochondrial",Fpgs,NA,3,64.955,8,4,4,13.2332000732422,13.7833003997803,13.0156002044678,15.1076002120972,12.7855997085571,12.0099000930786,12.5031003952026,12.4942998886108,30,MYD88,NONE
TRUE,3.54817965962433,1.12587451934814,P49312,P49312,"Heterogeneous nuclear ribonucleoprotein A1;Heterogeneous nuclear ribonucleoprotein A1, N-terminally processed",Hnrnpa1,NA,18,34.196,8,4,4,23.8787002563477,23.8990001678467,24.1627998352051,23.6103000640869,22.5750007629395,22.7886009216309,22.6594009399414,23.024299621582,30,MYD88,NONE
TRUE,4.77276354827201,3.19454956054688,P49813;Q9JLH8,P49813,Tropomodulin-1,Tmod1,NA,16,40.466,8,4,4,22.2054996490479,22.4456996917725,22.5391998291016,21.9894008636475,19.718900680542,19.1177997589111,18.9029006958008,18.6620006561279,30,MYD88,NONE
TRUE,1.78143659738098,1.65892481803894,P50247,P50247,Adenosylhomocysteinase,Ahcy,NA,21,47.688,8,4,4,14.5528001785278,14.7055997848511,13.6303005218506,14.5601997375488,12.2172002792358,13.953200340271,11.9858999252319,12.6569004058838,30,MYD88,NONE
TRUE,1.91245830500636,1.52559979756673,P51949,P51949,CDK-activating kinase assembly factor MAT1,Mnat1,NA,3,35.848,6,3,3,14.1866998672485,14.461199760437,15.3428001403809,NA,13.0724000930786,13.2184000015259,13.1231002807617,NA,30,MYD88,NONE
TRUE,2.11251338835336,1.12372446060181,P52432,P52432,DNA-directed RNA polymerases I and III subunit RPAC1,Polr1c,NA,8,39.106,8,4,4,18.4526996612549,18.8400001525879,19.18869972229,18.035099029541,17.5251007080078,17.3603992462158,17.2436008453369,17.8924999237061,30,MYD88,NONE
TRUE,2.38199297571557,4.22321653366089,P52825,P52825,"Carnitine O-palmitoyltransferase 2, mitochondrial",Cpt2,NA,8,73.98,5,3,2,16.3708000183105,NA,15.2109994888306,15.1056003570557,11.2167997360229,NA,11.4617004394531,NA,30,MYD88,NONE
TRUE,1.19851616390135,1.76992464065552,P52912,P52912,Nucleolysin TIA-1,Tia1,NA,6,42.799,6,2,4,NA,16.3988990783691,14.3718004226685,NA,14.0809001922607,13.1016998291016,13.5106000900269,13.768500328064,30,MYD88,NONE
TRUE,0.988160285102361,1.61582016944885,P53995,P53995,Anaphase-promoting complex subunit 1,Anapc1,NA,11,215.99,8,4,4,12.7592000961304,12.9604005813599,13.3234004974365,12.4575004577637,12.3458003997803,12.1157999038696,11.7490005493164,8.82662010192871,30,MYD88,NONE
TRUE,2.46722888437983,1.64249547322591,P54279,P54279,Mismatch repair endonuclease PMS2,Pms2,NA,3,95.224,7,3,4,11.4736003875732,11.1427001953125,10.9021005630493,NA,8.89025974273682,9.8814001083374,9.44097995758057,9.90857982635498,30,MYD88,NONE
TRUE,1.32613334283792,1.43092513084412,P54729,P54729,NEDD8 ultimate buster 1,Nub1,NA,9,70.306,6,2,4,13.0136003494263,NA,14.5303001403809,NA,12.5520000457764,12.3804998397827,11.9581003189087,12.47350025177,30,MYD88,NONE
TRUE,2.53715824890086,1.19325041770935,P54822,P54822,Adenylosuccinate lyase,Adsl,NA,21,54.866,8,4,4,17.2581005096436,17.140100479126,17.2175998687744,17.4524002075195,15.8695001602173,16.4722003936768,15.4974994659424,16.4559993743896,30,MYD88,NONE
TRUE,3.00032421058136,1.12027549743652,P57776,P57776,Elongation factor 1-delta,Eef1d,NA,19,31.293,8,4,4,19.0545997619629,19.5387001037598,19.4950008392334,19.4316997528076,18.3171005249023,18.2829990386963,17.8519992828369,18.586799621582,30,MYD88,NONE
TRUE,1.76173376384043,1.5806409517924,P58742,P58742,Aladin,Aaas,NA,8,59.43,7,4,3,18.5888996124268,19.0139999389648,19.3104000091553,17.6789989471436,17.0321006774902,16.7441997528076,NA,17.4260005950928,30,MYD88,NONE
TRUE,2.88427734698321,4.2020001411438,P58771,P58771,Tropomyosin alpha-1 chain,Tpm1,NA,8,32.68,8,4,4,20.3117008209229,21.3834991455078,21.7574996948242,19.130500793457,16.6443004608154,15.6087999343872,17.6224994659424,15.8996000289917,30,MYD88,NONE
TRUE,1.4226386571103,2.25714516639709,P58871,P58871,182 kDa tankyrase-1-binding protein,Tnks1bp1,NA,16,181.82,8,4,4,12.7104005813599,13.3121004104614,13.5149002075195,12.5092000961304,11.3510999679565,8.31812000274658,11.6314001083374,11.7174005508423,30,MYD88,NONE
TRUE,4.06729507106641,2.67934942245483,P59999,P59999,Actin-related protein 2/3 complex subunit 4,Arpc4,NA,11,19.667,8,4,4,24.0345993041992,24.1417007446289,24.5480003356934,23.3470993041992,21.743200302124,21.1420001983643,21.1396007537842,21.3292007446289,30,MYD88,NONE
TRUE,2.85133698367596,1.57197523117065,P60710,P60710,"Actin, cytoplasmic 1;Actin, cytoplasmic 1, N-terminally processed",Actb,NA,31,41.736,8,4,4,28.1436004638672,28.0659999847412,28.6186008453369,27.2800998687744,26.5219993591309,26.378999710083,26.3609008789063,26.558500289917,30,MYD88,NONE
TRUE,3.84196816639047,2.69397497177124,P61161,P61161,Actin-related protein 2,Actr2,NA,12,44.76,8,4,4,22.8551998138428,22.9974002838135,23.5160999298096,22.1292991638184,20.5382995605469,19.9498996734619,19.994499206543,20.2394008636475,30,MYD88,NONE
TRUE,2.95724108555241,1.34402465820313,P61750,P61750,ADP-ribosylation factor 4,Arf4,NA,8,20.396,8,4,4,17.3145008087158,17.6012992858887,18.0695991516113,17.5445003509521,16.3707008361816,16.5559997558594,15.8024997711182,16.4246006011963,30,MYD88,NONE
TRUE,1.07382645674161,1.81952452659607,P61963,P61963,DDB1- and CUL4-associated factor 7,Dcaf7,NA,6,38.926,8,4,4,17.4207992553711,17.9477996826172,18.7527008056641,16.2411994934082,16.6084003448486,13.84730052948,15.6112995147705,17.0174007415771,30,MYD88,NONE
TRUE,2.97136375900516,1.62088370323181,P61967,P61967,AP-1 complex subunit sigma-1A,Ap1s1,NA,4,18.733,7,3,4,14.0622997283936,14.8298006057739,14.3536005020142,NA,13.023099899292,12.8603000640869,12.4337997436523,12.8601999282837,30,MYD88,NONE
TRUE,1.37332155786802,1.66984963417053,P62046,P62046,Leucine-rich repeat and calponin homology domain-containing protein 1,Lrch1,NA,10,79.075,8,4,4,16.190299987793,16.5020999908447,17.0345993041992,14.184100151062,14.8001003265381,13.9026002883911,14.2382001876831,14.2908000946045,30,MYD88,NONE
TRUE,3.06895446395409,1.67142486572266,P62259,P62259,14-3-3 protein epsilon,Ywhae,NA,19,29.174,8,4,4,20.5795001983643,21.6446990966797,21.265100479126,20.9643001556396,19.6077995300293,19.6042003631592,18.9876003265381,19.5683002471924,30,MYD88,NONE
TRUE,2.72882327832358,1.54432487487793,P62274,P62274,40S ribosomal protein S29,Rps29,NA,2,6.6767,8,4,4,24.1758003234863,24.8456993103027,24.7773990631104,25.0475006103516,22.6254997253418,23.6441993713379,22.9976005554199,23.4018001556396,30,MYD88,NONE
TRUE,1.58491843995072,2.39406712849935,P62309,P62309,Small nuclear ribonucleoprotein G,Snrpg,NA,2,8.496,6,3,3,19.0328998565674,18.788200378418,19.3388996124268,NA,15.3698997497559,17.6502990722656,NA,16.9575996398926,30,MYD88,NONE
TRUE,1.81995903750778,1.61962509155273,P62334,P62334,26S protease regulatory subunit 10B,Psmc6,NA,16,44.172,8,4,4,16.695499420166,17.4353008270264,16.5244007110596,15.237099647522,14.6577005386353,14.6318998336792,14.8385000228882,15.2856998443604,30,MYD88,NONE
TRUE,3.93580584737016,1.27355051040649,P62835,P62835,Ras-related protein Rap-1A,Rap1a,NA,7,20.987,8,4,4,18.7439994812012,19.2343006134033,19.1415004730225,19.3131008148193,18.0394992828369,17.7877998352051,17.7698001861572,17.7416000366211,30,MYD88,NONE
TRUE,3.37333548814101,1.73632526397705,P62858,P62858,40S ribosomal protein S28,Rps28,NA,5,7.8409,8,4,4,23.2014007568359,23.1163005828857,23.6448001861572,22.4988994598389,21.6082992553711,21.2924003601074,21.2968006134033,21.3185997009277,30,MYD88,NONE
TRUE,3.28081413934155,2.66593345006307,P62874,P62874,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1,Gnb1,NA,11,37.377,5,3,2,16.3089008331299,16.2056999206543,16.410400390625,NA,NA,NA,13.4448003768921,13.8400001525879,30,MYD88,NONE
TRUE,2.27574894283824,1.60997438430786,P62878,P62878,"E3 ubiquitin-protein ligase RBX1;E3 ubiquitin-protein ligase RBX1, N-terminally processed",Rbx1,NA,1,12.274,8,4,4,17.3208999633789,17.9969997406006,18.0767993927002,17.6597995758057,15.5852003097534,16.9661998748779,15.6202001571655,16.443000793457,30,MYD88,NONE
TRUE,1.87335507027735,1.7758994102478,P62880;P29387,P62880,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2,Gnb2,NA,13,37.331,8,4,4,20.1700000762939,19.9785995483398,21.1107997894287,18.6670989990234,18.3218994140625,18.3735008239746,17.9377002716064,18.1898002624512,30,MYD88,NONE
TRUE,2.31837698345491,1.15412521362305,P62911,P62911,60S ribosomal protein L32,Rpl32,NA,4,15.86,8,4,4,22.9018993377686,23.2886009216309,23.0419006347656,22.611499786377,21.8799991607666,22.2227001190186,21.171199798584,21.9535007476807,30,MYD88,NONE
TRUE,3.27878491233148,1.09222459793091,P62983;P0CG50;P0CG49,P62983;P0CG50;P0CG49,Ubiquitin-40S ribosomal protein S27a;Ubiquitin;40S ribosomal protein S27a;Polyubiquitin-C;Ubiquitin;Ubiquitin-related 1;Ubiquitin-related 2;Polyubiquitin-B;Ubiquitin,Rps27a;Ubc;Ubb,NA,10,17.951,8,4,4,23.5030994415283,23.6091003417969,24.1849994659424,23.7493991851807,22.4939002990723,22.7017993927002,22.6909008026123,22.7910995483398,30,MYD88,NONE
TRUE,3.10423758474168,1.1964750289917,P62996,P62996,Transformer-2 protein homolog beta,Tra2b,NA,8,33.665,8,4,4,22.3278999328613,22.3348999023438,22.8113994598389,22.1009998321533,21.3425998687744,21.0977993011475,20.9083003997803,21.4405994415283,30,MYD88,NONE
TRUE,3.2162995477665,1.17317485809326,P63017;P17156,P63017,Heat shock cognate 71 kDa protein,Hspa8,NA,39,70.87,8,4,4,23.0161991119385,23.1070003509521,23.3446998596191,22.7019004821777,22.0624008178711,21.8290996551514,21.5452003479004,22.0403995513916,30,MYD88,NONE
TRUE,2.65815129666327,1.44175004959106,P63085;Q61532;Q6P5G0,P63085,Mitogen-activated protein kinase 1,Mapk1,NA,16,41.275,8,4,4,20.0862007141113,20.2549991607666,20.5436000823975,19.3185997009277,18.8183994293213,18.6772003173828,18.3187999725342,18.6219997406006,30,MYD88,NONE
TRUE,2.2243644839923302,1.38602542877197,P63101,P63101,14-3-3 protein zeta/delta,Ywhaz,NA,17,27.771,8,4,4,19.635799407959,19.8980007171631,20.4197998046875,21.0013008117676,19.1049003601074,19.0198993682861,18.4687995910645,18.8171997070313,30,MYD88,NONE
TRUE,5.21751081277007,1.98304231961568,P63330;P62715,P63330;P62715,Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform;Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform,Ppp2ca;Ppp2cb,NA,10,35.608,7,3,4,16.975700378418,17.2175998687744,16.9479007720947,NA,15.0588998794556,15.2110996246338,14.9216995239258,15.0643997192383,30,MYD88,NONE
TRUE,1.93855579904155,1.94132471084595,P68033;P68134,P68033;P68134,"Actin, alpha cardiac muscle 1;Actin, alpha skeletal muscle",Actc1;Acta1,NA,22,42.019,8,4,4,23.7752990722656,23.5650997161865,24.0324001312256,22.0806999206543,22.2915000915527,20.7872009277344,21.4085998535156,21.2008991241455,30,MYD88,NONE
TRUE,3.8247411494396,1.93297481536865,P68254,P68254,14-3-3 protein theta,Ywhaq,NA,12,27.778,8,4,4,19.4022998809814,19.9608993530273,20.1816005706787,19.3547992706299,17.823600769043,17.8582000732422,17.5062999725342,17.9795989990234,30,MYD88,NONE
TRUE,3.89356670745926,2.00557518005371,P68510,P68510,14-3-3 protein eta,Ywhah,NA,14,28.211,8,4,4,16.1443996429443,15.4773998260498,16.5377006530762,15.9911003112793,14.043999671936,14.164999961853,13.8319997787476,14.0873003005981,30,MYD88,NONE
TRUE,4.95877566005346,1.66282510757446,P70168,P70168,Importin subunit beta-1,Kpnb1,NA,32,97.183,8,4,4,18.7523994445801,18.81369972229,18.9587001800537,19.0291004180908,17.2185001373291,16.9253005981445,17.369499206543,17.3892993927002,30,MYD88,NONE
TRUE,2.1914023586459,1.38645029067993,P70227,P70227,"Inositol 1,4,5-trisphosphate receptor type 3",Itpr3,NA,18,304.27,8,4,4,12.3029003143311,13.2558002471924,13.4029998779297,12.3831005096436,11.4513998031616,11.5515003204346,10.96399974823,11.8320999145508,30,MYD88,NONE
TRUE,1.54530210446479,2.84159994125366,P70271,P70271,PDZ and LIM domain protein 4,Pdlim4,NA,3,35.556,6,4,2,14.1675004959106,14.6560001373291,16.2649002075195,13.9709997177124,NA,NA,11.3839998245239,12.4625005722046,30,MYD88,NONE
TRUE,1.40045991662757,1.3767249584198,P70398,P70398,Probable ubiquitin carboxyl-terminal hydrolase FAF-X,Usp9x,NA,41,290.71,8,4,4,12.9482002258301,13.1042003631592,14.1359004974365,11.6784000396729,11.5584001541138,11.9713001251221,11.6001005172729,11.2300004959106,30,MYD88,NONE
TRUE,2.90900889451385,3.28392457962036,P70404,P70404,"Isocitrate dehydrogenase [NAD] subunit gamma 1, mitochondrial",Idh3g,NA,10,42.785,7,3,4,15.9858999252319,14.6875,16.5657997131348,NA,12.6258001327515,12.5577001571655,11.9955005645752,12.6709003448486,30,MYD88,NONE
TRUE,2.71437116833872,1.86545864741007,P70460,P70460,Vasodilator-stimulated phosphoprotein,Vasp,NA,12,39.666,7,4,3,13.4174003601074,13.575400352478,13.3437004089355,12.9392004013062,10.9078998565674,12.0250005722046,11.4274997711182,NA,30,MYD88,NONE
TRUE,3.21771790296867,2.55189164479574,P70658,P70658,C-X-C chemokine receptor type 4,Cxcr4,NA,3,40.426,7,4,3,16.1364002227783,16.4946002960205,16.0410995483398,15.3479995727539,NA,13.8536996841431,13.3576002120972,13.148099899292,30,MYD88,NONE
TRUE,1.99759333415006,1.2051248550415,P80314,P80314,T-complex protein 1 subunit beta,Cct2,NA,29,57.477,8,4,4,19.2387008666992,18.4556999206543,18.8815002441406,18.3983993530273,18.1905002593994,17.5914001464844,16.9325008392334,17.4393997192383,30,MYD88,NONE
TRUE,2.85501515476715,1.25687503814697,P80315,P80315,T-complex protein 1 subunit delta,Cct4,NA,29,58.066,8,4,4,18.6147994995117,18.5925998687744,18.9011993408203,19.1042003631592,17.8519992828369,17.37380027771,17.0956993103027,17.8638000488281,30,MYD88,NONE
TRUE,3.03121216665803,1.29259967803955,P80316,P80316,T-complex protein 1 subunit epsilon,Cct5,NA,25,59.623,8,4,4,18.3384990692139,18.8444995880127,18.6557998657227,18.9487991333008,17.5828990936279,17.5923004150391,16.9050998687744,17.5368995666504,30,MYD88,NONE
TRUE,2.98163789584446,1.44232416152954,P80317;Q61390,P80317,T-complex protein 1 subunit zeta,Cct6a,NA,23,58.004,8,4,4,18.4830989837646,18.5471992492676,18.7479991912842,17.8850994110107,17.1818008422852,16.5485992431641,16.9186000823975,17.2451000213623,30,MYD88,NONE
TRUE,4.0226850513204,2.26157426834106,P83882,P83882,60S ribosomal protein L36a,Rpl36a,NA,3,12.441,8,4,4,22.9629993438721,23.1334991455078,23.5590000152588,22.4825992584229,21.0097999572754,20.8199005126953,20.4946002960205,20.7674999237061,30,MYD88,NONE
TRUE,1.96765569776238,1.2883996963501,P97379,P97379,Ras GTPase-activating protein-binding protein 2,G3bp2,NA,21,54.087,8,4,4,24.2577991485596,24.3129997253418,24.8146991729736,23.7136001586914,22.7660999298096,23.3160991668701,22.3283004760742,23.5349998474121,30,MYD88,NONE
TRUE,3.38992357785919,3.45849967002869,P97386,P97386,DNA ligase 3,Lig3,NA,12,113.07,8,4,4,14.9742994308472,14.8348999023438,14.9790000915527,14.458399772644,10.4576997756958,11.0552005767822,12.6933002471924,11.2063999176025,30,MYD88,NONE
TRUE,3.33707157596375,2.1473503112793,P97434,P97434,Myosin phosphatase Rho-interacting protein,Mprip,NA,56,116.41,8,4,4,21.790599822998,21.818000793457,22.4582004547119,21.1690006256104,20.0620002746582,19.3626003265381,19.4132995605469,19.808500289917,30,MYD88,NONE
TRUE,2.86213387772739,1.31244993209839,P97474;O35160;P70314,P97474;O35160;P70314,Pituitary homeobox 2;Pituitary homeobox 3;Pituitary homeobox 1,Pitx2;Pitx3;Pitx1,NA,2,35.32,8,4,4,14.5160999298096,14.8312005996704,15.1974000930786,14.8014001846313,13.4368000030518,13.6189002990723,13.0692005157471,13.9714002609253,30,MYD88,NONE
TRUE,2.60161150448784,1.17645025253296,P97855,P97855,Ras GTPase-activating protein-binding protein 1,G3bp1,NA,17,51.828,8,4,4,23.6730003356934,23.5363998413086,23.834400177002,22.9202003479004,22.3099002838135,22.1728992462158,22.1047992706299,22.6706008911133,30,MYD88,NONE
TRUE,2.37652466789327,1.22504925727844,P97868,P97868,E3 ubiquitin-protein ligase RBBP6,Rbbp6,NA,14,199.59,8,4,4,17.1131992340088,17.7106990814209,17.5613994598389,16.8402996063232,16.1718006134033,16.3108997344971,15.5320997238159,16.3106002807617,30,MYD88,NONE
TRUE,3.09193678314036,1.40957498550415,P99024,P99024,Tubulin beta-5 chain,Tubb5,NA,24,49.67,8,4,4,22.2336006164551,22.3694000244141,22.5456008911133,21.7252998352051,20.7474002838135,21.121000289917,20.4451007843018,20.9221000671387,30,MYD88,NONE
TRUE,2.48650932600865,1.21454977989197,Q00899;Q3TTC2,Q00899,Transcriptional repressor protein YY1,Yy1,NA,8,44.716,8,4,4,15.7585000991821,15.6450996398926,15.7058000564575,15.3873996734619,13.8796005249023,14.9879999160767,14.1651000976563,14.605899810791,30,MYD88,NONE
TRUE,3.91466989168716,1.52329993247986,Q01320,Q01320,DNA topoisomerase 2-alpha,Top2a,NA,46,172.79,8,4,4,17.7703990936279,17.6921005249023,17.8050003051758,17.3131008148193,16.3763999938965,15.7762002944946,16.0678005218506,16.2670001983643,30,MYD88,NONE
