Significant,-LOG(P-value),Difference,Protein.IDs,Majority.protein.IDs,T:.Protein.names,Gene.names,Symbol.color,Symbol.type,Symbol.size,Show.label,C:.Only.identified.by.site,C:.Reverse,C:.Potential.contami1000t,N:.Peptides,N:.Mol..weight.[kDa],Valid.values,N:.Valid.values.15.min,N:.Valid.values.30.min,N:.Valid.values.60.min,N:.Valid.values.unstim,15.min.FG.167.neu,15.min.FG.168.neu,15.min.FG.169.neu,15.min.FG.170.neu,30.min.FG171.neu,30.min.FG172.neu,30.min.FG173.neu,30.min.FG174.neu,60.min.FG175.neu,60.min.FG176.neu,60.min.FG177.neu,60.min.FG178.neu,unstim.FG163.neu,unstim.FG164.neu,unstim.FG165.neu,unstim.FG166.neu,ORIGIN,PULLED_PROTEIN,KO
FALSE,0.213761403583655,0.233408610026041,Q08297,Q08297,DNA repair protein RAD51 homolog 1,Rad51,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,2,36.971,15,4,3,4,4,13.3979692459106,13.8314685821533,12.5329685211182,13.959568977356,13.0476684570313,NA,13.6499691009521,14.2799692153931,13.4823684692383,13.3241691589355,13.6723690032959,12.3230686187744,12.7533683776855,13.7642688751221,13.2691688537598,13.9163684844971,30,MYD88,IRAK1
FALSE,0.101622761204084,-0.224999904632568,Q08376,Q08376,Zinc finger and BTB domain-containing protein 14,Zbtb14,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,1,50.899,11,4,2,2,3,12.5276689529419,11.5243692398071,11.6626691818237,11.4210691452026,11.4144687652588,11.2736692428589,NA,NA,NA,10.8863687515259,NA,10.2655687332153,11.2025690078735,NA,10.7598686218262,12.7447690963745,30,MYD88,IRAK1
FALSE,0.702401316245006,-0.75457501411438,Q08639,Q08639,Transcription factor Dp-1,Tfdp1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,3,45.23,16,4,4,4,4,14.7001686096191,14.4827690124512,13.7215690612793,13.6569690704346,13.019268989563,13.4165687561035,13.3097686767578,13.6400690078735,14.9002685546875,13.1839685440063,13.1985683441162,12.8090686798096,12.9194688796997,14.6565685272217,13.6492691040039,15.1786689758301,30,MYD88,IRAK1
FALSE,0.0837723255989714,0.187775135040283,Q08943,Q08943,FACT complex subunit SSRP1,Ssrp1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,12,80.859,16,4,4,4,4,15.9095687866211,17.377368927002,17.3809680938721,17.1111679077148,15.5148687362671,18.0480690002441,15.6437683105469,18.3573684692383,15.2334690093994,15.3645687103271,15.566668510437,16.7112693786621,15.9551687240601,17.2340679168701,17.0206680297852,16.6030693054199,30,MYD88,IRAK1
FALSE,0.499336957895279,1.64176654815674,Q09143,Q09143,High affinity cationic amino acid transporter 1,Slc7a1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,3,67.091,14,4,3,4,3,14.1164684295654,14.4503688812256,15.1804685592651,14.9808683395386,15.0745687484741,15.2471685409546,NA,12.3405685424805,15.3145685195923,14.1591691970825,14.4041690826416,13.834568977356,NA,10.4693689346313,13.197868347168,14.0697689056396,30,MYD88,IRAK1
FALSE,0.0424621823727971,0.0364751815795898,Q09XV5,Q09XV5,Chromodomain-helicase-DNA-binding protein 8,Chd8,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,11,290.84,16,4,4,4,4,12.9253692626953,13.9228687286377,13.5137691497803,13.254768371582,12.7911691665649,12.8767690658569,12.2460689544678,13.0443687438965,11.3651685714722,11.5903692245483,12.1846685409546,12.4649686813354,11.9917688369751,12.8262691497803,12.8974685668945,13.0969686508179,30,MYD88,IRAK1
FALSE,0.607162675745815,0.4979248046875,Q0P678,Q0P678,Zinc finger CCCH domain-containing protein 18,Zc3h18,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,4,105.69,16,4,4,4,4,15.9200687408447,16.6927680969238,17.9200687408447,16.806568145752,16.4527683258057,16.8303680419922,16.0212688446045,16.9541683197021,15.9602689743042,16.0748691558838,16.1419677734375,16.0385684967041,15.1196689605713,16.2305679321289,16.61496925354,16.3016681671143,30,MYD88,IRAK1
FALSE,1.02818458518005,0.659175157546997,Q0VBD2,Q0VBD2,Protein MCM10 homolog,Mcm10,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,19,98.405,16,4,4,4,4,17.2642688751221,17.704568862915,17.8186683654785,17.7283687591553,17.04176902771,16.9001693725586,17.5828685760498,17.3498687744141,17.7006683349609,16.7958679199219,17.0039691925049,16.4818687438965,15.7767686843872,16.5704689025879,16.6968688964844,17.193868637085,30,MYD88,IRAK1
FALSE,0.861599222876779,0.634850025177002,Q0VBL3,Q0VBL3,NA,Rbm15,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,16,105.72,16,4,4,4,4,16.9527683258057,17.8416690826416,18.5187683105469,17.5395679473877,17.4203681945801,16.9014682769775,17.9559688568115,18.3059692382813,17.2175693511963,16.6567687988281,16.333667755127,16.3406677246094,16.4428691864014,17.284969329834,16.9712677001953,17.3452682495117,30,MYD88,IRAK1
FALSE,0.678201127471876,0.620599985122681,Q0VEE6,Q0VEE6,Zinc finger protein 800,Znf800,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,10,74.812,16,4,4,4,4,14.8589687347412,16.1803684234619,16.2069683074951,15.4568681716919,15.8059682846069,15.559868812561,16.1768684387207,15.5899686813354,15.6195688247681,15.1344690322876,15.5519685745239,14.8729686737061,13.9084692001343,15.5906686782837,15.534068107605,15.6170682907104,30,MYD88,IRAK1
FALSE,0.397869739831422,0.78336763381958,Q0VGY8,Q0VGY8,Protein TANC1,Tanc1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,6,200.8,15,4,3,4,4,7.19435882568359,7.26964855194092,10.736668586731,12.5973691940308,7.96368885040283,NA,10.0936489105225,10.7716684341431,10.9439687728882,9.24354839324951,7.85270881652832,9.53373908996582,8.36506843566895,7.94424915313721,9.63184833526611,9.36403846740723,30,MYD88,IRAK1
FALSE,0.194461142988957,-0.322674989700317,Q149G0,Q149G0,UPF0561 protein C2orf68 homolog,NA,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,2,18.642,14,4,4,2,4,15.280068397522,15.8524684906006,16.5920677185059,14.1038684844971,13.9710683822632,15.3106689453125,13.7391691207886,16.4131679534912,15.6403684616089,12.9720687866211,NA,NA,14.9755687713623,14.8845682144165,15.1102685928345,15.7543687820435,30,MYD88,IRAK1
FALSE,0.170180540514801,-0.539400339126587,Q14AI6,Q14AI6,RNA pseudouridylate synthase domain-containing protein 3,Rpusd3,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,2,38.076,14,4,4,4,2,12.4638690948486,11.8193683624268,12.7888689041138,10.4426689147949,11.7069692611694,11.6559686660767,11.1851692199707,11.504168510437,13.9068689346313,12.6148691177368,9.57481861114502,11.9714689254761,NA,13.9871692657471,10.117769241333,NA,30,MYD88,IRAK1
FALSE,0.366436222751972,0.516449928283691,Q14AX6,Q14AX6,Cyclin-dependent kinase 12,Cdk12,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,7,163.68,16,4,4,4,4,12.486668586731,13.7512683868408,13.5102691650391,13.3835687637329,13.3206691741943,13.4992685317993,11.38196849823,12.5118684768677,12.7189683914185,10.808669090271,12.1613683700562,12.1072683334351,11.7565689086914,11.4402685165405,12.3020687103271,13.1490688323975,30,MYD88,IRAK1
FALSE,0.757155776036697,0.760524749755859,Q14B71,Q14B71,Cell division cycle-associated protein 2,Cdca2,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,22,106.36,16,4,4,4,4,15.6596689224243,15.9196681976318,16.2511692047119,15.9714689254761,15.460168838501,16.5990676879883,15.9673681259155,15.6543684005737,14.6964683532715,15.0211687088013,15.280068397522,14.9564685821533,14.1647691726685,15.4638681411743,14.8466682434082,16.1635684967041,30,MYD88,IRAK1
FALSE,0.274429315751031,0.167025089263916,Q14C51,Q14C51,"Pentatricopeptide repeat domain-containing protein 3, mitochondrial",Ptcd3,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,10,77.795,16,4,4,4,4,13.3905687332153,15.7571687698364,15.642068862915,14.2836685180664,14.392068862915,14.5189685821533,14.0229692459106,14.518669128418,14.1580686569214,14.3201684951782,13.9614686965942,13.3940687179565,13.6649684906006,14.3318691253662,14.0649690628052,14.7227687835693,30,MYD88,IRAK1
FALSE,0.141511506383401,-0.0989990234375,Q1HFZ0,Q1HFZ0,tRNA (cytosine(34)-C(5))-methyltransferase,Nsun2,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,34,85.451,16,4,4,4,4,19.4119682312012,19.8695678710938,20.4496688842773,19.568868637085,19.2816696166992,19.1527690887451,19.0069694519043,19.1846694946289,19.288969039917,18.7460689544678,18.5675678253174,18.7840690612793,18.6606693267822,19.4275684356689,19.0586681365967,19.8751678466797,30,MYD88,IRAK1
FALSE,0.584104317549089,0.254516760508219,Q2KHI9,Q2KHI9,DNA helicase MCM9,Mcm9,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,2,125.81,11,3,3,3,2,NA,11.1209688186646,11.3066692352295,11.6415691375732,11.3470687866211,10.9384689331055,NA,10.9029684066772,12.9460687637329,NA,10.7978687286377,10.8521690368652,10.8140687942505,10.8025684356689,NA,NA,30,MYD88,IRAK1
TRUE,2.5150941909781,2.4205756187439,Q2KN98,Q2KN98,Cytospin-A,Specc1l,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,30,124.49,16,4,4,4,4,18.4731693267822,19.0878677368164,19.3639678955078,19.5864677429199,17.851469039917,17.5634689331055,17.9283676147461,18.7191696166992,18.3361682891846,17.4956684112549,17.2498683929443,17.1071681976318,14.4268684387207,15.925968170166,15.5061683654785,16.521167755127,30,MYD88,IRAK1
TRUE,2.44076414447626,-2.51133322715759,Q2VPQ9,Q2VPQ9,Chromatin modification-related protein MEAF6,Meaf6,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,2,21.649,11,4,3,0,4,13.2598686218262,16.9013690948486,14.5420684814453,15.7668685913086,12.3165683746338,13.6661691665649,NA,12.0801687240601,NA,NA,NA,NA,14.6160688400269,15.2028684616089,15.3026685714722,15.6742687225342,30,MYD88,IRAK1
FALSE,0.0200643419017522,-0.0729451179504395,Q2YDW2,Q2YDW2,Protein misato homolog 1,Msto1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,4,61.23,13,4,2,3,4,12.7753686904907,12.7775688171387,14.2128686904907,11.3087692260742,11.9797687530518,11.7627687454224,NA,NA,13.7799692153931,8.93342876434326,NA,11.3906688690186,12.7834692001343,12.5815687179565,9.53334903717041,12.8784685134888,30,MYD88,IRAK1
FALSE,0.134028000728327,-0.255774974822998,Q3TBD2,Q3TBD2,Minor histocompatibility protein HA-1,Hmha1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,4,122.9,16,4,4,4,4,10.959568977356,13.6849689483643,12.7466688156128,13.0833692550659,12.4285688400269,12.526668548584,10.9751691818237,12.9947690963745,12.8884687423706,12.3985691070557,12.1660690307617,12.106068611145,10.7705688476563,13.0501689910889,13.0807685852051,13.0467691421509,30,MYD88,IRAK1
FALSE,0.192134082444875,-0.19635009765625,Q3TC46,Q3TC46,Protein PAT1 homolog 1,Patl1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,6,86.769,16,4,4,4,4,13.9345684051514,14.7723684310913,14.1690683364868,14.2583684921265,14.6785688400269,13.8116683959961,13.9996690750122,13.632568359375,13.9894685745239,13.4666690826416,13.2044687271118,13.2426691055298,13.9316692352295,15.1621685028076,13.6382684707642,14.1757688522339,30,MYD88,IRAK1
FALSE,1.13947304623889,1.26627445220947,Q3TCJ8,Q3TCJ8,Coiled-coil domain-containing protein 69,Ccdc69,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,6,23.296,16,4,4,4,4,17.0413684844971,17.3829689025879,17.7428684234619,17.4667682647705,17.6272678375244,17.8143692016602,17.4467678070068,17.4061679840088,16.3630676269531,16.2944679260254,16.3944683074951,16.965368270874,17.7479686737061,15.2348690032959,15.5453681945801,16.7012691497803,30,MYD88,IRAK1
FALSE,0.212193811925734,0.298594872156778,Q3TDD9,Q3TDD9,Protein phosphatase 1 regulatory subunit 21,Ppp1r21,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,1,88.337,15,4,3,4,4,8.81673908233643,9.88586902618408,9.51292896270752,9.60017871856689,9.52859878540039,9.55441856384277,10.2955589294434,NA,11.0674686431885,9.98366928100586,9.08509922027588,10.1487684249878,8.32676887512207,9.95347881317139,9.38275909423828,10.3140487670898,30,MYD88,IRAK1
FALSE,0.0994636389459852,0.207674980163574,Q3TDN2,Q3TDN2,FAS-associated factor 2,Faf2,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,3,52.471,16,4,4,4,4,14.9440689086914,15.126368522644,15.6087684631348,14.8284683227539,15.5794687271118,14.7177686691284,13.1861686706543,14.1413688659668,13.9250688552856,13.731068611145,13.9175691604614,13.555869102478,13.7988691329956,14.5983686447144,12.8412685394287,15.5555686950684,30,MYD88,IRAK1
FALSE,0.0559774670007361,0.0802490711212158,Q3TDQ1,Q3TDQ1,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B,Stt3b,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,11,93.245,16,4,4,4,4,17.0603694915771,17.2486686706543,17.4630680084229,17.0529689788818,17.0253677368164,16.6029682159424,18.03586769104,16.6905689239502,16.4821681976318,16.078369140625,16.1532688140869,17.0097694396973,15.875168800354,17.3192691802979,17.2593688964844,17.5799694061279,30,MYD88,IRAK1
FALSE,0.409648073018197,0.356174945831299,Q3TEA8,Q3TEA8,Heterochromatin protein 1-binding protein 3,Hp1bp3,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,16,60.866,16,4,4,4,4,19.2223682403564,19.8648681640625,19.8070678710938,19.5803680419922,19.6765689849854,19.4785690307617,19.5718688964844,19.6729679107666,19.556468963623,19.0433692932129,18.6206684112549,18.8638687133789,18.1099681854248,19.6310691833496,19.4990692138672,19.7351684570313,30,MYD88,IRAK1
FALSE,0.347187584371479,0.33210015296936,Q3TFK5,Q3TFK5,G patch domain-containing protein 4,Gpatch4,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,10,46.553,16,4,4,4,4,17.0432682037354,17.7918682098389,17.4798679351807,17.5992679595947,17.4087677001953,17.4365692138672,17.2442684173584,17.4874687194824,17.0255680084229,16.4763679504395,17.0036678314209,16.2673683166504,15.8852682113647,17.466869354248,17.1801681518555,17.7163677215576,30,MYD88,IRAK1
TRUE,2.21046024059339,2.11174964904785,Q3THE2,Q3THE2,Myosin regulatory light chain 12B,Myl12b,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,12,19.779,16,4,4,4,4,23.8632678985596,23.8191680908203,24.1891689300537,23.4942684173584,24.3282680511475,23.8683681488037,23.699068069458,23.9162693023682,23.5932693481445,23.4903678894043,23.0125694274902,24.2623691558838,20.5287685394287,21.9640693664551,21.9456691741943,22.9264678955078,30,MYD88,IRAK1
FALSE,0.280891882281618,-0.542622327804565,Q3THK7,Q3THK7,GMP synthase [glutamine-hydrolyzing],Gmps,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,7,76.723,16,4,4,4,4,13.3756685256958,13.4534692764282,13.66796875,13.4075689315796,12.9684686660767,13.3814687728882,11.0148687362671,10.1572790145874,11.5571689605713,11.4184684753418,11.0174684524536,12.8691692352295,12.06946849823,12.289568901062,12.2822685241699,13.0512685775757,30,MYD88,IRAK1
FALSE,0.337931262448721,0.5451500415802,Q3THS6,Q3THS6,S-adenosylmethionine synthase isoform type-2,Mat2a,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,4,43.688,16,4,4,4,4,15.9296684265137,14.9965686798096,16.3970680236816,16.0882682800293,16.6184692382813,14.8002681732178,16.082368850708,16.4244689941406,16.2570686340332,15.4036684036255,15.4963684082031,15.8852682113647,14.6081686019897,15.2092685699463,14.8673686981201,17.0601692199707,30,MYD88,IRAK1
FALSE,0.444233364919498,-1.09322500228882,Q3TIV5,Q3TIV5,Zinc finger CCCH domain-containing protein 15,Zc3h15,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,4,48.327,16,4,4,4,4,14.6921682357788,15.8832683563232,15.0337686538696,16.6307678222656,14.2331686019897,14.4253692626953,15.638768196106,10.670768737793,12.3462686538696,11.0385684967041,10.0301389694214,13.5049686431885,14.6722688674927,15.2025690078735,14.1600685119629,15.3060684204102,30,MYD88,IRAK1
FALSE,0.336513968921485,0.435399770736694,Q3TIX9,Q3TIX9,U4/U6.U5 tri-snRNP-associated protein 2,Usp39,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,5,65.146,16,4,4,4,4,14.4317684173584,15.0944681167603,14.9530687332153,14.7191686630249,14.5947685241699,14.0239686965942,15.2958688735962,15.1656684875488,13.7348690032959,11.8359689712524,14.0176687240601,13.1636686325073,12.9850692749023,15.1391687393188,14.7244682312012,14.48996925354,30,MYD88,IRAK1
FALSE,0.210219662114441,0.366167306900024,Q3TJ91,Q3TJ91,Lethal(2) giant larvae protein homolog 2,Llgl2,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,1,114.32,9,3,2,0,4,10.1698684692383,10.521068572998,NA,9.70136833190918,10.4416885375977,9.72618865966797,NA,NA,NA,NA,NA,NA,8.47836875915527,9.95982837677002,10.0143690109253,10.4185190200806,30,MYD88,IRAK1
FALSE,0.94141200851033,0.818742036819458,Q3TJM4,Q3TJM4,Centromere protein T,Cenpt,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,1,56.242,14,4,4,3,3,11.3911685943604,11.8889684677124,11.7967691421509,11.9634685516357,11.407769203186,12.1355686187744,12.1225690841675,13.1146688461304,11.913969039917,NA,11.3144683837891,10.7578687667847,11.1735687255859,NA,11.6185684204102,11.3370685577393,30,MYD88,IRAK1
FALSE,0.113846369378695,0.0701498985290527,Q3TJZ6,Q3TJZ6,Protein FAM98A,Fam98a,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,16,55.055,16,4,4,4,4,21.6676692962646,22.1770687103271,22.2371692657471,21.8954696655273,22.0435695648193,21.6985683441162,21.8695678710938,21.6444683074951,22.4183692932129,22.820369720459,21.7130680084229,21.80126953125,21.3258686065674,21.9305686950684,21.4765682220459,22.2425689697266,30,MYD88,IRAK1
FALSE,0.565956035128437,-0.407749891281128,Q3TKT4,Q3TKT4,Transcription activator BRG1,Smarca4,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,12,181.43,16,4,4,4,4,15.1772689819336,16.071268081665,16.179069519043,16.0801677703857,15.2442684173584,15.3997688293457,14.4755687713623,15.6070690155029,14.631368637085,14.7576684951782,14.7673683166504,14.5270690917969,15.0050687789917,16.1052684783936,15.7262687683105,15.521068572998,30,MYD88,IRAK1
FALSE,0.593743441666087,0.766525268554688,Q3TL26,Q3TL26,"Dimethyladenosine transferase 2, mitochondrial",Tfb2m,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,2,45.863,16,4,4,4,4,12.2209692001343,11.4608688354492,15.2297687530518,12.6952686309814,11.1331691741943,12.8922691345215,12.7069692611694,12.7981691360474,11.8256683349609,11.3284692764282,10.5394687652588,12.6658687591553,10.4596691131592,12.3935689926147,11.3953685760498,12.2158689498901,30,MYD88,IRAK1
FALSE,0.780497397818965,0.635200500488281,Q3TLH4,Q3TLH4,Protein PRRC2C,Prrc2c,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,74,310.89,16,4,4,4,4,20.6386680603027,21.0965690612793,21.1996688842773,21.0041694641113,21.1902694702148,20.8584690093994,21.4774684906006,21.5894680023193,21.0862693786621,20.5725688934326,20.6492691040039,20.5022678375244,19.5980682373047,20.9716682434082,20.7137680053711,21.2913684844971,30,MYD88,IRAK1
FALSE,0.12764914917209,0.175374984741211,Q3TLR7,Q3TLR7,Denticleless protein homolog,Dtl,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,3,79.13,16,4,4,4,4,13.1917686462402,14.1225690841675,14.0437688827515,13.4890689849854,12.835168838501,12.7011690139771,13.4693689346313,14.0830688476563,13.6600685119629,12.342568397522,12.6965684890747,12.0080690383911,12.1396684646606,13.8009691238403,12.707368850708,13.7392692565918,30,MYD88,IRAK1
FALSE,0.507871719489828,-0.851449966430664,Q3TRM4,Q3TRM4,Neuropathy target esterase,Pnpla6,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,5,149.54,16,4,4,4,4,12.3918685913086,12.7885684967041,12.8321685791016,10.7062692642212,12.867769241333,11.9621686935425,9.90616893768311,10.6573686599731,12.7667684555054,9.79684925079346,11.0311689376831,9.89786911010742,12.6155691146851,12.628568649292,11.0230684280396,12.5320692062378,30,MYD88,IRAK1
FALSE,0.289467847673271,0.414949893951416,Q3TSG4,Q3TSG4,RNA demethylase ALKBH5,Alkbh5,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,2,44.41,16,4,4,4,4,14.5710687637329,14.8695688247681,15.1101684570313,14.8203687667847,13.9076690673828,13.8973684310913,15.0894689559937,14.869068145752,13.9208688735962,14.4743690490723,14.3020687103271,13.8768692016602,12.5353689193726,14.8239688873291,14.3243684768677,14.4200687408447,30,MYD88,IRAK1
FALSE,0.788608559557779,-1.22537469863892,Q3TUH1,Q3TUH1,"Phosphatidate cytidylyltransferase, mitochondrial",Tamm41,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,5,37.827,16,4,4,4,4,16.3186683654785,16.1344680786133,16.8333683013916,16.5558681488037,15.9312686920166,16.35666847229,13.3659687042236,14.3003692626953,16.8409690856934,15.4079685211182,15.6955690383911,13.2916688919067,15.2927684783936,16.5726680755615,16.254768371582,16.7355690002441,30,MYD88,IRAK1
FALSE,0.0101731686660165,0.016859769821167,Q3TV65,Q3TV65,MPN domain-containing protein,Mpnd,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,2,53.376,13,4,2,3,4,9.11135864257813,9.93786907196045,9.56037902832031,11.7394685745239,10.5659685134888,10.7267084121704,NA,NA,9.85406875610352,10.3483686447144,NA,10.6575689315796,9.95296859741211,11.3193683624268,11.1900691986084,10.0555086135864,30,MYD88,IRAK1
FALSE,1.61759274674879,1.06710004806519,Q3TWW8,Q3TWW8,Serine/arginine-rich splicing factor 6,Srsf6,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,11,39.025,16,4,4,4,4,20.748067855835,21.8585681915283,22.2392692565918,21.6404685974121,21.7425689697266,21.9729690551758,22.4253692626953,22.22216796875,21.5678691864014,21.1008682250977,21.4067687988281,21.2374687194824,20.2718677520752,21.7868690490723,20.7835693359375,21.252368927002,30,MYD88,IRAK1
FALSE,0.452836829312602,-0.873900413513184,Q3TX08,Q3TX08,tRNA (guanine(26)-N(2))-dimethyltransferase,Trmt1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,2,72.349,9,2,2,2,3,11.4347686767578,11.938868522644,NA,NA,11.29416847229,NA,NA,10.8801689147949,NA,NA,10.8945684432983,9.72166919708252,10.8470687866211,12.9267692565918,NA,12.1093692779541,30,MYD88,IRAK1
FALSE,0,2.83523305257162,Q3TXS7,Q3TXS7,26S proteasome non-ATPase regulatory subunit 1,Psmd1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,1,105.73,8,2,3,2,1,11.6089687347412,NA,NA,11.7683687210083,11.9937686920166,13.0864686965942,NA,11.4228687286377,11.2131690979004,NA,10.736668586731,NA,9.33246898651123,NA,NA,NA,30,MYD88,IRAK1
FALSE,0.685097244179174,-1.01157522201538,Q3TZX8,Q3TZX8,Polynucleotide 5-hydroxyl-kinase NOL9,Nol9,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,9,80.839,16,4,4,4,4,16.0240688323975,16.1330680847168,15.7151689529419,15.9723682403564,15.8798685073853,15.2375688552856,15.7860689163208,13.0434684753418,13.4738683700562,14.5302686691284,15.1509685516357,14.6232681274414,15.3336687088013,16.0076694488525,16.0172691345215,16.6346683502197,30,MYD88,IRAK1
FALSE,0.60675246711502,-0.554774761199951,Q3TZZ7,Q3TZZ7,Extended synaptotagmin-2,Esyt2,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,11,94.138,16,4,4,4,4,15.1421689987183,15.6374683380127,16.3444690704346,14.8850688934326,14.8517684936523,14.7893686294556,14.5288686752319,16.2882690429688,14.0332689285278,14.6152687072754,14.8094682693481,15.7133684158325,15.207968711853,16.0355682373047,15.6852684020996,15.7485685348511,30,MYD88,IRAK1
FALSE,0.271158787030116,0.259250164031982,Q3U0V1,Q3U0V1,Far upstream element-binding protein 2,Khsrp,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,17,76.775,16,4,4,4,4,18.4061679840088,18.6617679595947,18.757568359375,18.2697677612305,18.5443687438965,18.2780685424805,18.2805690765381,18.454568862915,18.1552677154541,17.7857685089111,17.8603687286377,18.1057682037354,17.0233688354492,18.320068359375,18.3286685943604,18.8484687805176,30,MYD88,IRAK1
FALSE,0.333533331033798,-0.743320226669312,Q3U186,Q3U186,"Probable arginine--tRNA ligase, mitochondrial",Rars2,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,5,65.335,16,4,4,4,4,13.1332683563232,14.8633689880371,15.4297685623169,15.549768447876,13.4680690765381,12.1432685852051,10.0688886642456,13.1004686355591,13.5281686782837,12.9411687850952,14.4357690811157,14.3734683990479,11.3332691192627,13.4637689590454,13.0079689025879,13.9489688873291,30,MYD88,IRAK1
FALSE,0,2.39377450942993,Q3U1F9,Q3U1F9,Phosphoprotein associated with glycosphingolipid-enriched microdomains 1,Pag1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,3,46.549,13,4,4,4,1,14.0693683624268,14.82896900177,15.5130681991577,13.9768686294556,15.0440683364868,14.5125684738159,14.0240688323975,14.8862686157227,15.1535682678223,12.9224691390991,14.0591688156128,15.3056688308716,NA,NA,12.2229690551758,NA,30,MYD88,IRAK1
FALSE,0.149937675782049,0.174799919128418,Q3U1G5,Q3U1G5,Interferon-stimulated 20 kDa exonuclease-like 2,Isg20l2,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,11,41.019,16,4,4,4,4,17.6139678955078,18.1926689147949,18.5556678771973,18.4667682647705,17.7799682617188,18.434268951416,17.0920677185059,17.9807682037354,17.8586692810059,17.0370693206787,17.3767681121826,17.1956691741943,16.7482681274414,17.7385692596436,17.6631679534912,18.4378681182861,30,MYD88,IRAK1
