Significant,-LOG(P-value),Difference,Protein.IDs,Majority.protein.IDs,T:.Protein.names,Gene.names,Symbol.color,Symbol.type,Symbol.size,Show.label,C:.Potential.contami1000t,N:.Peptides,N:.Mol..weight.[kDa],Valid.values,N:.Valid.values.unstim,N:.Valid.values.15.min.stim,N:.Valid.values.30.min.stim,N:.Valid.values.WT.control,FG26..unstim,FG27..unstim,FG29..unstim,FG30..15.min.stim,FG32..15.min.stim,FG33..15.min.stim,FG34..30..min.stim,FG35..30.min.stim,FG36..30.min.stim,FG50.WT.control,FG51.WT.control,FG52.WT.control,FG53.WT.control,ORIGIN,PULLED_PROTEIN,KO
FALSE,0.501017522624949,0.232367197672527,O70311,O70311,Glycylpeptide N-tetradecanoyltransferase 2,Nmt2,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,6,60.484,12,4,3,3,2,17.2726001739502,16.9340000152588,16.5806999206543,16.5375003814697,16.1643009185791,16.8899993896484,17.1888008117676,17.0934009552002,17.2021999359131,NA,19.8784999847412,NA,20.1096000671387,30,IRAK1,NONE
FALSE,1.42616404825513,-1.07676760355631,O70318,O70318,Band 4.1-like protein 2,Epb41l2,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,14,109.94,16,4,4,4,4,18.1226005554199,18.0204010009766,17.8533000946045,17.7858009338379,17.3997001647949,17.5132999420166,17.0615997314453,16.2714996337891,17.4328994750977,17.611499786377,15.6734399795532,15.7094097137451,16.5259399414063,30,IRAK1,NONE
FALSE,0.567434974156977,-0.644033432006836,O70325,O70325,"Phospholipid hydroperoxide glutathione peroxidase, mitochondrial",Gpx4,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,2,22.228,15,4,3,4,4,19.4608993530273,19.0872001647949,18.3407001495361,18.3742008209229,18.6156005859375,19.4214000701904,18.2943992614746,18.9925994873047,17.6697006225586,21.6968002319336,22.0519008636475,20.9081993103027,21.9092998504639,30,IRAK1,NONE
FALSE,1.68649202547142,0.853599548339844,O70422,O70422,General transcription factor IIH subunit 4,Gtf2h4,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,7,52.224,16,4,4,4,4,16.9988994598389,17.7023010253906,17.2311000823975,18.2752990722656,18.0972995758057,15.8112001419067,18.2861003875732,17.9659996032715,18.2409992218018,21.3146991729736,22.4965000152588,22.0331001281738,21.8899002075195,30,IRAK1,NONE
FALSE,0,NA,O70435,O70435,Proteasome subunit alpha type-3,Psma3,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,3,28.405,6,4,2,0,0,17.5872993469238,16.1548004150391,15.5930004119873,NA,18.9832992553711,19.8159008026123,NA,NA,NA,NA,NA,NA,NA,30,IRAK1,NONE
FALSE,0,0.247366905212402,O70472,O70472,Transmembrane protein 131,Tmem131,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,2,204.65,6,4,1,1,0,11.2470998764038,12.6265001296997,11.6168003082275,NA,NA,12.5392999649048,12.0775003433228,NA,NA,NA,NA,NA,NA,30,IRAK1,NONE
FALSE,0.938979928579049,-1.808900197347,O70475,O70475,UDP-glucose 6-dehydrogenase,Ugdh,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,7,54.831,14,4,3,3,4,18.9288005828857,17.7278003692627,17.244800567627,17.9894008636475,17.5783996582031,17.7329006195068,14.6602001190186,16.9029006958008,16.911600112915,18.407600402832,20.346700668335,19.8393993377686,20.5391998291016,30,IRAK1,NONE
FALSE,0,NA,O70481,O70481,E3 ubiquitin-protein ligase UBR1,Ubr1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,2,200.24,7,4,2,0,1,13.0908994674683,13.1379995346069,13.2502002716064,NA,12.1602001190186,12.5715999603271,NA,NA,NA,NA,NA,15.5317602157593,NA,30,IRAK1,NONE
FALSE,1.22805706833838,-3.90456040700277,O70492,O70492,Sorting nexin-3,Snx3,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,2,18.757,11,4,3,4,0,19.2444000244141,15.969500541687,17.5575008392334,15.2069997787476,15.3466005325317,16.1504001617432,14.2417001724243,11.4643201828003,15.3516998291016,NA,NA,NA,NA,30,IRAK1,NONE
FALSE,0.119080575205015,0.229100227355957,O70496,O70496,H(+)/Cl(-) exchange transporter 7,Clcn7,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,2,88.712,11,4,3,3,1,13.9913997650146,13.0509996414185,14.796799659729,14.7320003509521,13.1113996505737,14.0820999145508,13.8156995773315,13.5720996856689,15.1387004852295,16.1463298797607,NA,NA,NA,30,IRAK1,NONE
FALSE,1.69294323118207,-0.86189905802409,O70503,O70503,Very-long-chain 3-oxoacyl-CoA reductase,Hsd17b12,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,7,34.741,16,4,4,4,4,22.1587009429932,21.7120990753174,21.9610996246338,21.1354007720947,20.4983005523682,20.7644004821777,20.709300994873,21.3446006774902,21.1923007965088,23.9428997039795,24.3943004608154,23.8670997619629,24.013500213623,30,IRAK1,NONE
FALSE,0.201978785179889,-0.177799860636394,O70551;Q9Z0G2,O70551,SRSF protein kinase 1,Srpk1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,12,73.088,16,4,4,4,4,20.9095001220703,20.7595996856689,20.2670993804932,20.7142009735107,20.3134994506836,20.9057006835938,20.9857997894287,20.0315990447998,20.3854007720947,22.8859004974365,23.5324993133545,23.1324005126953,23.3350009918213,30,IRAK1,NONE
FALSE,0.380680730321993,-1.1057866414388,O70566,O70566,Protein diaphanous homolog 2,Diaph2,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,3,124.87,10,4,3,3,0,14.3899002075195,12.2400999069214,12.4308996200562,11.5160999298096,11.8494997024536,11.9457998275757,13.8965997695923,10.5957899093628,11.2511501312256,NA,NA,NA,NA,30,IRAK1,NONE
FALSE,0,-1.43674993515015,O70572,O70572,Sphingomyelin phosphodiesterase 2,Smpd2,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,1,47.466,5,1,2,2,0,NA,15.3824996948242,NA,NA,13.9310998916626,15.1296997070313,NA,13.253399848938,14.6380996704102,NA,NA,NA,NA,30,IRAK1,NONE
TRUE,2.17506410741872,-2.81728680928548,O70585,O70585,Dystrobrevin beta,Dtnb,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,5,74.398,14,4,3,3,4,15.8640003204346,15.2993001937866,14.6810998916626,15.7215003967285,15.980899810791,14.9444999694824,12.4493999481201,13.208399772644,11.7347402572632,16.4520092010498,17.5297203063965,16.6856002807617,16.6167392730713,30,IRAK1,NONE
FALSE,1.28854300965467,2.3090836207072,O70591,O70591,Prefoldin subunit 2,Pfdn2,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,3,16.534,13,3,3,3,4,17.0207996368408,18.1268997192383,16.6303997039795,16.5123996734619,16.534200668335,19.8185005187988,NA,20.1748008728027,18.9620990753174,21.0590000152588,21.1662998199463,20.9055004119873,21.4706993103027,30,IRAK1,NONE
TRUE,2.00257655296888,-3.08341375986735,O88196,O88196,E3 ubiquitin-protein ligase TTC3,Ttc3,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,11,223.93,12,4,3,3,2,15.5935001373291,15.4231004714966,15.0313997268677,14.210599899292,14.2540998458862,14.0221996307373,12.3536996841431,13.3409996032715,11.1030597686768,NA,15.0120601654053,13.9155101776123,NA,30,IRAK1,NONE
FALSE,1.7935315781124,1.71139844258626,O88286,O88286,Protein Wiz,Wiz,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,15,184.29,16,4,4,4,4,17.7240009307861,17.2828006744385,16.6655006408691,18.1305999755859,17.7749996185303,17.1676998138428,18.8265991210938,18.4832992553711,19.4965991973877,21.6117000579834,21.8532009124756,21.6002998352051,21.7625007629395,30,IRAK1,NONE
FALSE,1.19255213039728,-1.68943405151367,O88291,O88291,DBIRD complex subunit ZNF326,Znf326,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,10,65.225,14,4,3,3,4,18.2478008270264,18.5060005187988,17.9771995544434,17.399299621582,17.8486995697021,17.3269004821777,17.2469997406006,15.2588996887207,17.1567993164063,22.2143993377686,23.1571998596191,21.7560997009277,22.1473007202148,30,IRAK1,NONE
FALSE,0.73860280779359,-0.53980000813802,O88342,O88342,WD repeat-containing protein 1,Wdr1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,24,66.406,16,4,4,4,4,24.0722999572754,23.343900680542,23.3013000488281,23.4370994567871,22.8474998474121,23.1571006774902,22.6625003814697,23.0023994445801,23.4332008361816,26.4244003295898,26.8999996185303,26.2037010192871,26.6012001037598,30,IRAK1,NONE
FALSE,0.482254652196787,-0.767767111460367,O88351,O88351,Inhibitor of nuclear factor kappa-B kinase subunit beta,Ikbkb,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,4,86.689,13,4,3,2,4,14.5396003723145,14.9371004104614,14.5113000869751,15.9090003967285,15.691499710083,16.1737995147705,NA,13.0406999588013,14.7490997314453,18.0748996734619,14.8824996948242,16.4319896697998,18.2705993652344,30,IRAK1,NONE
FALSE,0.283263190301234,-0.315367380777996,O88379,O88379,Bromodomain adjacent to zinc finger domain protein 1A,Baz1a,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,25,178.46,15,4,3,4,4,19.3103008270264,18.7851009368896,18.2516002655029,18.8470993041992,17.9311008453369,17.930700302124,17.9123001098633,18.4393997192383,19.0492000579834,21.4333000183105,21.2014007568359,21.5706005096436,22.3581008911133,30,IRAK1,NONE
FALSE,0.0255358512467368,0.029700120290121,O88384,O88384,Vesicle transport through interaction with t-SNAREs homolog 1B,Vti1b,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,1,26.713,12,4,3,3,2,15.5762996673584,15.9372997283936,15.2375001907349,15.6598997116089,15.2126998901367,15.7238998413086,15.9875001907349,NA,15.2392997741699,NA,NA,18.5739994049072,19.6291007995605,30,IRAK1,NONE
FALSE,2.12569861589926,0.413933436075844,O88398,O88398,Advillin,Avil,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,56,92.031,16,4,4,4,4,28.5834007263184,28.5023994445801,28.3449993133545,28.823299407959,28.3941993713379,28.8348007202148,28.8250999450684,28.8726005554199,28.9748992919922,31.271800994873,31.7532997131348,31.3282012939453,31.5682010650635,30,IRAK1,NONE
FALSE,0.747009518216647,-1.8815336227417,O88441,O88441,Metaxin-2,Mtx2,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,6,29.758,14,4,4,2,4,17.7863006591797,18.0044002532959,19.2408008575439,17.1103992462158,17.3887996673584,17.5020999908447,17.6763000488281,NA,15.2483005523682,23.92919921875,23.9538993835449,21.1352996826172,21.5566997528076,30,IRAK1,NONE
FALSE,0.632432081415205,0.525300343831379,O88447,O88447,Kinesin light chain 1,Klc1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,10,61.449,15,4,3,4,4,17.9106998443604,17.8652992248535,17.5519008636475,16.9078006744385,18.5051002502441,18.2880992889404,18.925500869751,18.2887992858887,17.6895008087158,21.3593006134033,22.1569995880127,21.3875999450684,21.8405990600586,30,IRAK1,NONE
FALSE,1.94245121366788,1.16746584574381,O88448,O88448,Kinesin light chain 2,Klc2,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,4,66.662,15,4,3,4,4,16.869800567627,16.5575008392334,16.1714000701904,16.512300491333,17.4202995300293,17.4454002380371,17.7838001251221,17.942699432373,17.3745994567871,20.4395008087158,22.3866996765137,21.6578998565674,20.9349002838135,30,IRAK1,NONE
FALSE,1.79700508600933,-1.04566701253255,O88487,O88487,Cytoplasmic dynein 1 intermediate chain 2,Dync1i2,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,4,68.393,16,4,4,4,4,17.9874992370605,17.6072006225586,17.9838008880615,17.7126007080078,17.3069000244141,18.3521003723145,17.2684993743896,16.5562000274658,16.6168003082275,18.2917003631592,19.8083000183105,18.0113010406494,19.8201999664307,30,IRAK1,NONE
FALSE,0.0469940770937419,-0.132233142852783,O88491,O88491,"Histone-lysine N-methyltransferase, H3 lysine-36 and H4 lysine-20 specific",Nsd1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,4,284.08,9,4,3,2,0,10.9647998809814,11.3283996582031,12.3790998458862,12.0129995346069,11.0215997695923,10.4122200012207,NA,12.4565000534058,10.3938999176025,NA,NA,NA,NA,30,IRAK1,NONE
FALSE,1.79396374529683,0.80330022176107,O88502,O88502,"High affinity cAMP-specific and IBMX-insensitive 3,5-cyclic phosphodiesterase 8A",Pde8a,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,17,93.17,15,4,4,4,3,19.4857997894287,19.3605995178223,19.4545001983643,20.4458999633789,19.9529991149902,19.9561996459961,19.9710998535156,20.1179008483887,20.6217994689941,20.1564998626709,NA,19.8512001037598,20.9025001525879,30,IRAK1,NONE
FALSE,1.18135417361542,-1.61226622263591,O88508,O88508,DNA (cytosine-5)-methyltransferase 3A,Dnmt3a,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,14,101.67,15,4,3,4,4,17.5767993927002,17.0864009857178,17.1061992645264,17.6054000854492,16.342700958252,16.8824996948242,14.4019002914429,16.2420997619629,16.2886009216309,21.6662006378174,22.5916996002197,21.3316993713379,22.4701995849609,30,IRAK1,NONE
FALSE,0,NA,O88509,O88509,DNA (cytosine-5)-methyltransferase 3B,Dnmt3b,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,1,97.227,5,3,2,0,0,12.006199836731,10.5845994949341,10.5945997238159,10.7689695358276,10.4774894714355,NA,NA,NA,NA,NA,NA,NA,NA,30,IRAK1,NONE
FALSE,0,NA,O88513,O88513,Geminin,Gmnn,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,1,23.299,5,3,2,0,0,17.7891006469727,16.6951007843018,16.3729991912842,16.5993995666504,17.2847995758057,NA,NA,NA,NA,NA,NA,NA,NA,30,IRAK1,NONE
FALSE,1.97537192034583,1.22486623128255,O88522,O88522,NF-kappa-B essential modulator,Ikbkg,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,3,47.972,15,4,3,4,4,17.6408004760742,17.6436004638672,17.0456008911133,18.1571006774902,18.1996002197266,18.7912998199463,18.6730003356934,18.3484001159668,18.9832000732422,20.4053993225098,20.4943008422852,19.8747005462646,20.271800994873,30,IRAK1,NONE
FALSE,0.418852864737792,0.365000406901043,O88532,O88532,Zinc finger RNA-binding protein,Zfr,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,21,116.86,16,4,4,4,4,19.8190994262695,20.5307006835938,19.5193996429443,19.7548999786377,19.8917999267578,20.5347003936768,20.7436008453369,20.2101993560791,20.0104007720947,24.2703990936279,24.5860004425049,24.3185997009277,24.6284999847412,30,IRAK1,NONE
FALSE,0.799322218919173,-2.15726693471273,O88543,O88543,COP9 signalosome complex subunit 3,Cops3,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,4,47.832,14,4,3,3,4,15.8066005706787,16.3034992218018,15.0228004455566,13.4700994491577,14.0328998565674,17.2670001983643,15.8699998855591,11.920599937439,12.8704996109009,20.0842990875244,21.400899887085,17.8472995758057,20.4426002502441,30,IRAK1,NONE
FALSE,0,0.602234204610189,O88544,O88544,COP9 signalosome complex subunit 4,Cops4,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,5,46.284,12,4,3,1,4,16.7929992675781,15.4230003356934,15.1125001907349,15.4884996414185,14.2392997741699,17.0527992248535,NA,NA,16.3784008026123,16.6623401641846,20.0230007171631,19.7548007965088,19.199499130249,30,IRAK1,NONE
FALSE,1.3830652054342,1.03110059102376,O88554,O88554,Poly [ADP-ribose] polymerase 2,Parp2,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,8,63.396,13,4,3,3,3,17.9431991577148,18.9671993255615,17.9769992828369,19.3414993286133,18.4521007537842,17.2553997039795,19.5081996917725,19.2290000915527,19.2434997558594,NA,21.0051002502441,19.8444004058838,21.4097995758057,30,IRAK1,NONE
FALSE,0,NA,O88559,O88559,Menin,Men1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,2,67.5,4,3,1,0,0,11.3102998733521,11.46399974823,NA,NA,NA,15.335599899292,NA,NA,NA,NA,NA,NA,NA,30,IRAK1,NONE
FALSE,0.595143960619816,0.410233815511067,O88569,O88569,Heterogeneous nuclear ribonucleoproteins A2/B1,Hnrnpa2b1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,20,37.402,16,4,4,4,4,23.9284992218018,24.220100402832,23.1868991851807,23.0956993103027,23.2341003417969,24.4458999633789,24.1714000701904,24.2297992706299,24.1650009155273,29.3470001220703,29.6443004608154,29.2336006164551,29.4733009338379,30,IRAK1,NONE
FALSE,0,NA,O88574,O88574,Histone deacetylase complex subunit SAP30,Sap30,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,1,23.231,5,3,2,0,0,NA,16.5128002166748,16.5193004608154,NA,15.8259000778198,16.4405002593994,NA,NA,NA,NA,NA,NA,NA,30,IRAK1,NONE
FALSE,2.7676639561698,-0.923166910807293,O88622,O88622,Poly(ADP-ribose) glycohydrolase,Parg,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,10,109.32,16,4,4,4,4,17.4657001495361,17.7852993011475,17.6440010070801,17.0387992858887,16.8950004577637,17.2602996826172,16.5632991790771,16.8460998535156,16.716100692749,18.2947998046875,18.0197010040283,19.017599105835,18.301399230957,30,IRAK1,NONE
FALSE,1.69081270746156,-2.31486574808756,O88665,O88665,Bromodomain-containing protein 7,Brd7,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,8,73.999,15,4,3,4,4,19.6285991668701,18.667200088501,18.3967990875244,18.8010005950928,17.3425006866455,18.1616992950439,16.0319995880127,16.1426010131836,17.5734004974365,18.4071006774902,20.5235996246338,20.4288005828857,20.7514991760254,30,IRAK1,NONE
FALSE,1.92258217988945,-1.20760027567546,O88685,O88685,26S protease regulatory subunit 6A,Psmc3,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,17,49.548,16,4,4,4,4,21.7033004760742,21.8131008148193,21.1861991882324,21.1560001373291,20.9787006378174,21.4101009368896,19.9944000244141,20.4137992858887,20.6716003417969,23.4706001281738,23.8229999542236,23.6679992675781,23.6196994781494,30,IRAK1,NONE
FALSE,1.96173932904087,-0.321133295694986,O88697,O88697,Serine/threonine-protein kinase 16,Stk16,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,3,34.381,11,4,3,4,0,15.4539003372192,15.2926998138428,15.4338998794556,14.8608999252319,14.3613996505737,16.5839004516602,15.1729001998901,15.0297002792358,15.0144996643066,NA,NA,NA,NA,30,IRAK1,NONE
FALSE,2.27606637147174,1.14263343811035,O88700,O88700,Bloom syndrome protein homolog,Blm,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,45,158.36,16,4,4,4,4,20.0681991577148,19.8239002227783,19.4270000457764,21.0184993743896,20.7317008972168,20.9958992004395,20.8059997558594,20.8467998504639,21.0942001342773,24.6140003204346,24.8125,24.3820991516113,24.9174995422363,30,IRAK1,NONE
FALSE,1.50230471262176,-1.86673307418823,O88708,O88708,Origin recognition complex subunit 4,Orc4,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,3,49.981,13,4,3,2,4,15.9597997665405,16.1161003112793,15.5215997695923,16.0349006652832,13.8877000808716,12.2892999649048,14.5767002105713,13.4215002059937,NA,19.7423992156982,20.5757999420166,20.0221996307373,20.0314998626709,30,IRAK1,NONE
FALSE,1.24843064607684,0.923133214314777,O88712;P56546,O88712;P56546,C-terminal-binding protein 1;C-terminal-binding protein 2,Ctbp1;Ctbp2,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,4,47.744,10,4,2,4,0,17.353099822998,17.6219005584717,17.2005996704102,18.6044006347656,17.4403991699219,NA,18.9508991241455,18.1100006103516,17.8840999603271,NA,NA,NA,NA,30,IRAK1,NONE
FALSE,2.07203366279129,-0.683366775512695,O88738,O88738,Baculoviral IAP repeat-containing protein 6,Birc6,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,40,532.16,16,4,4,4,4,17.9134998321533,17.4810009002686,17.6714000701904,17.3495998382568,17.5044002532959,18.3293991088867,16.9731006622314,16.9102993011475,17.1324005126953,20.4027004241943,21.1949005126953,20.0550994873047,20.7583999633789,30,IRAK1,NONE
FALSE,0.409135603047978,-0.386667251586914,O88746,O88746,Target of Myb protein 1,Tom1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,13,54.325,16,4,4,4,4,21.3964004516602,20.6756000518799,20.7024002075195,19.5380992889404,19.7171001434326,20.2966003417969,20.2187995910645,20.2082996368408,21.1872997283936,22.7241992950439,23.2266006469727,22.7891006469727,22.9034996032715,30,IRAK1,NONE
FALSE,1.61903919668345,-1.4744332631429,O88796,O88796,Ribonuclease P protein subunit p30,Rpp30,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,4,29.473,14,4,3,3,4,17.5028991699219,17.9022006988525,17.7959995269775,16.9773006439209,17.0701007843018,16.8455009460449,15.765700340271,17.0494995117188,15.9625997543335,19.9787998199463,20.5389003753662,20.6578998565674,20.780200958252,30,IRAK1,NONE
FALSE,0,-1.53760051727295,O88845,O88845,"A-kinase anchor protein 10, mitochondrial",Akap10,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,3,73.631,6,2,2,1,1,NA,NA,14.835000038147,10.4251194000244,13.9974994659424,NA,NA,NA,13.297399520874,NA,NA,NA,15.2704401016235,30,IRAK1,NONE
FALSE,1.03249580171818,1.37636629740397,O88852,O88852,Testis-specific Y-encoded-like protein 1,Tspyl1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,6,42.993,10,4,2,4,0,16.9545001983643,15.1934003829956,15.2002000808716,16.5935001373291,16.2809009552002,NA,17.3288993835449,17.4265003204346,16.7217998504639,NA,NA,NA,NA,30,IRAK1,NONE
FALSE,0.122651057593021,0.260533014933269,O88874,O88874,Cyclin-K,Ccnk,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,3,61.363,14,4,3,3,4,16.9897994995117,16.4738998413086,14.8930997848511,15.7962999343872,15.9919004440308,17.8560009002686,15.6738996505737,16.2423992156982,17.2220993041992,22.0440006256104,22.2036991119385,21.6504001617432,21.7751007080078,30,IRAK1,NONE
FALSE,1.67423468441132,-0.831949710845947,O88879,O88879,Apoptotic protease-activating factor 1,Apaf1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,8,141,10,4,3,2,1,17.0240993499756,17.0037994384766,16.7014999389648,16.1014995574951,14.3255996704102,16.8878993988037,16.2521991729736,NA,15.9035005569458,NA,NA,NA,17.5379009246826,30,IRAK1,NONE
TRUE,1.77580713576473,-4.35956700642904,O88895,O88895,Histone deacetylase 3,Hdac3,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,7,48.364,14,4,3,4,3,19.1210994720459,18.3327007293701,18.0631008148193,17.5984001159668,17.9988994598389,19.2275009155273,12.0486001968384,15.4059000015259,14.983699798584,20.0739994049072,20.8174991607666,NA,20.5937995910645,30,IRAK1,NONE
FALSE,0,0.0117336908976231,O88898,O88898,Tumor protein 63,Tp63,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,1,76.788,7,2,2,3,0,NA,NA,14.8727998733521,14.8989000320435,14.4984998703003,NA,15.3140001296997,14.4861001968384,14.8535003662109,NA,NA,NA,NA,30,IRAK1,NONE
FALSE,1.67960730165214,0.611367543538414,O88907,O88907,E3 SUMO-protein ligase PIAS1,Pias1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,3,71.617,14,4,3,3,4,16.4866008758545,16.6170997619629,16.6061992645264,16.8337001800537,16.0149993896484,16.7206001281738,17.3917007446289,16.8672008514404,17.2851009368896,15.6573104858398,15.9193897247314,20.1959991455078,19.5070991516113,30,IRAK1,NONE
FALSE,0.71995197715563,0.540700276692707,O88939,O88939,Zinc finger and BTB domain-containing protein 7A,Zbtb7a,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,6,60.28,16,4,4,4,4,19.8941993713379,18.8687000274658,19.0389995574951,19.7656002044678,18.8430004119873,19.2155990600586,20.0074996948242,19.8568992614746,19.5596008300781,21.9608001708984,23.8022003173828,21.308500289917,22.7632007598877,30,IRAK1,NONE
FALSE,2.57395524061631,1.79093360900879,O88942,O88942,"Nuclear factor of activated T-cells, cytoplasmic 1",Nfatc1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,16,77.832,16,4,4,4,4,20.5328998565674,20.0058002471924,20.077299118042,21.5065994262695,20.7625007629395,21.2208995819092,21.7677993774414,21.7987003326416,22.4223003387451,23.1933002471924,24.0226001739502,24.2504997253418,23.4738006591797,30,IRAK1,NONE
FALSE,0.60640041221863,-0.438633600870766,O88967,O88967,ATP-dependent zinc metalloprotease YME1L1,Yme1l1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,11,80.027,16,4,4,4,4,19.394100189209,19.0830001831055,18.8470001220703,19.4743003845215,18.9375,18.805700302124,19.1009998321533,18.7703990936279,18.1368007659912,20.6096992492676,21.2467002868652,20.9491004943848,20.7439002990723,30,IRAK1,NONE
FALSE,1.5744665557837,-1.7918332417806,O88974,O88974,Histone-lysine N-methyltransferase SETDB1,Setdb1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,9,144.55,11,4,3,4,0,17.2472991943359,17.6403007507324,17.2928009033203,17.5545997619629,16.0317001342773,16.6047992706299,16.6018009185791,14.9456996917725,15.2574005126953,NA,NA,NA,NA,30,IRAK1,NONE
FALSE,0,NA,O88986,O88986,"2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial",Gcat,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,1,44.93,5,4,1,0,0,15.1068000793457,14.3031005859375,15.5044002532959,NA,NA,15.6083002090454,NA,NA,NA,NA,NA,NA,NA,30,IRAK1,NONE
FALSE,0.216844338000852,0.118633270263672,O89050,O89050,Muskelin,Mkln1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,3,84.877,14,4,3,3,4,15.3598003387451,15.285400390625,15.193699836731,15.5165004730225,15.0085000991821,15.4935998916626,15.1472005844116,15.2379999160767,15.8095998764038,17.528299331665,17.6196002960205,17.9144992828369,17.718900680542,30,IRAK1,NONE
FALSE,0.165189397218481,0.188516616821289,O89051,O89051,"Integral membrane protein 2B;BRI2, membrane form;BRI2 intracellular domain;BRI2C, soluble form;Bri23 peptide",Itm2b,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,3,30.26,14,4,3,3,4,18.8854007720947,19.3854999542236,18.2831001281738,18.6128997802734,17.2250995635986,18.9867000579834,18.9302005767822,NA,19.1494998931885,20.5391006469727,21.2964000701904,21.1361999511719,20.8456993103027,30,IRAK1,NONE
FALSE,0.334940317084471,0.211366653442383,O89053,O89053,Coronin-1A,Coro1a,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,21,50.989,16,4,4,4,4,25.0806999206543,24.8498992919922,24.3281002044678,25.0398998260498,24.6415004730225,25.0289001464844,24.7581996917725,24.9160995483398,25.2185001373291,28.1035003662109,28.4204998016357,28.1342010498047,28.464599609375,30,IRAK1,NONE
