Significant,-LOG(P-value),Difference,Protein.IDs,Majority.protein.IDs,Protein.names,Gene.names,Potential.contaminant,Mol..weight.[kDa],Peptides,Valid.values,Valid.values.15.min,Valid.values.unstim,Myd88.15.min.1.neu,MyD88.15.min.2.neu,MyD88.15.min.3.neu,MyD88.15.min.4.neu,MyD88.unstim.2.neu,MyD88.unstim.3.neu,MyD88.unstim.4.neu,ORIGIN,PULLED_PROTEIN,KO
TRUE,2.37039487449398,-2.57649151484171,Q2KHI9,Q2KHI9,DNA helicase MCM9,Mcm9,NA,125.81,3,11,4,3,10.4919862747192,10.0378856658936,10.6240863800049,9.59188556671143,13.5798854827881,12.9266862869263,11.7822856903076,15,MYD88,NONE
TRUE,2.65808068195983,1.15287478764852,Q2KN98,Q2KN98,Cytospin-A,Specc1l,NA,124.49,35,12,4,4,19.2462863922119,19.5226860046387,18.7414855957031,19.2601852416992,18.1563854217529,18.012186050415,17.9507865905762,15,MYD88,NONE
TRUE,0.93972384076262,1.65481336911519,Q2NL51,Q2NL51,Glycogen synthase kinase-3 alpha,Gsk3a,NA,51.66,3,11,4,3,13.9138860702515,14.5084857940674,12.1923856735229,13.4621858596802,11.7281856536865,13.2612857818604,10.603796005249,15,MYD88,NONE
TRUE,1.22860394257846,-2.80729222297668,Q2TBA3,Q2TBA3,Mucosa-associated lymphoid tissue lymphoma translocation protein 1 homolog,Malt1,NA,93.215,5,11,4,3,11.3108863830566,11.4784860610962,8.54751586914063,11.4016857147217,NA,13.6334857940674,13.3503856658936,15,MYD88,NONE
TRUE,2.62475611588804,-2.34016640981038,Q2VPQ9,Q2VPQ9,Chromatin modification-related protein MEAF6,Meaf6,NA,21.649,3,11,4,3,15.2382860183716,13.9057855606079,13.9277858734131,14.9364852905273,16.6811847686768,16.9708862304688,16.8746852874756,15,MYD88,NONE
TRUE,1.526819948692,-1.50017468134562,Q3TBW2,Q3TBW2,"39S ribosomal protein L10, mitochondrial",Mrpl10,NA,29.395,2,10,4,3,13.4290857315063,14.0286855697632,12.6637859344482,12.2348861694336,14.7033853530884,14.8480854034424,14.2163858413696,15,MYD88,NONE
TRUE,1.73623673662212,-1.17784984906515,Q3TC46,Q3TC46,Protein PAT1 homolog 1,Patl1,NA,86.769,6,11,4,3,13.6916856765747,13.1247863769531,12.5766859054565,13.2265863418579,14.1279859542847,14.8295860290527,14.0407857894897,15,MYD88,NONE
TRUE,2.77201090009461,-1.78050939242045,Q3TDQ1,Q3TDQ1,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B,Stt3b,NA,93.245,10,12,4,4,16.3807849884033,16.3112850189209,16.115385055542,15.4297857284546,18.0823860168457,17.9071865081787,17.5298862457275,15,MYD88,NONE
TRUE,2.45252135305328,-1.95132493972778,Q3TEA8,Q3TEA8,Heterochromatin protein 1-binding protein 3,Hp1bp3,NA,60.866,18,12,4,4,19.6338863372803,20.2475852966309,19.050386428833,19.2827854156494,21.7452850341797,21.7819862365723,20.9876861572266,15,MYD88,NONE
TRUE,1.8419241568863,-1.53039248784383,Q3TFK5,Q3TFK5,G patch domain-containing protein 4,Gpatch4,NA,46.553,11,12,4,4,17.108585357666,17.7981853485107,16.7764854431152,16.9909858703613,19.2254867553711,18.9288864135742,17.9424858093262,15,MYD88,NONE
TRUE,3.73246166459025,0.858883539835613,Q3THE2,Q3THE2,Myosin regulatory light chain 12B,Myl12b,NA,19.779,17,12,4,4,25.2046852111816,25.2528858184814,25.1428852081299,25.4008865356445,24.5239849090576,24.2882862091064,24.3620853424072,15,MYD88,NONE
TRUE,0.976336303673769,-1.18620840708415,Q3THG9,Q3THG9,Alanyl-tRNA editing protein Aarsd1,Aarsd1,NA,44.97,1,11,4,3,11.9016857147217,10.643385887146,10.2897863388062,12.4223861694336,12.3892860412598,12.6231861114502,12.489086151123,15,MYD88,NONE
TRUE,2.06477904047096,-1.04445028305054,Q3TIV5,Q3TIV5,Zinc finger CCCH domain-containing protein 15,Zc3h15,NA,48.327,6,12,4,4,16.1143856048584,15.8931856155396,15.7374858856201,15.2770853042603,16.9848861694336,16.937385559082,16.4776859283447,15,MYD88,NONE
TRUE,1.2920853606611,-1.1392830212911,Q3TIX9,Q3TIX9,U4/U6.U5 tri-snRNP-associated protein 2,Usp39,NA,65.146,2,11,4,3,12.7137861251831,13.1869859695435,13.0133857727051,14.3279857635498,14.8227853775024,14.2275857925415,14.2990856170654,15,MYD88,NONE
TRUE,1.80527258916707,-1.98074944814046,Q3TJM4,Q3TJM4,Centromere protein T,Cenpt,NA,56.242,6,11,4,3,14.0906858444214,13.1282863616943,13.5896863937378,12.0142860412598,15.2356853485107,15.5119857788086,14.811785697937,15,MYD88,NONE
TRUE,1.72441998200593,-1.62226661046346,Q3TJZ6,Q3TJZ6,Protein FAM98A,Fam98a,NA,55.055,15,12,4,4,19.7733860015869,21.0535850524902,19.3544864654541,19.805685043335,22.0144863128662,21.6207847595215,21.2218856811523,15,MYD88,NONE
TRUE,2.95311515459984,-1.71785799662272,Q3TKT4,Q3TKT4,Transcription activator BRG1,Smarca4,NA,181.43,25,12,4,4,17.5254859924316,17.5761852264404,17.0153865814209,16.7115859985352,19.0322856903076,18.9828853607178,18.7598857879639,15,MYD88,NONE
TRUE,2.67674944295689,-1.88261620203654,Q3TLH4,Q3TLH4,Protein PRRC2C,Prrc2c,NA,310.89,50,12,4,4,17.6132850646973,18.2977867126465,17.4359855651855,17.6190853118896,20.0154857635498,19.7683849334717,19.0885848999023,15,MYD88,NONE
TRUE,1.97298783092664,-2.01496640841166,Q3TRM4,Q3TRM4,Neuropathy target esterase,Pnpla6,NA,149.54,8,11,4,3,12.7897863388062,13.5912857055664,11.8926858901978,11.8777856826782,14.7203855514526,14.7349853515625,14.2031860351563,15,MYD88,NONE
TRUE,3.22330021661493,-2.101500193278,Q3TWW8,Q3TWW8,Serine/arginine-rich splicing factor 6,Srsf6,NA,39.025,9,12,4,4,21.6313858032227,22.3218860626221,21.3667850494385,21.5338859558105,23.9352855682373,23.9685859680176,23.5410861968994,15,MYD88,NONE
TRUE,2.35729217782615,-2.24795039494832,Q3TZX8,Q3TZX8,Polynucleotide 5-hydroxyl-kinase NOL9,Nol9,NA,80.839,13,11,4,3,16.9518852233887,17.9422855377197,16.5649852752686,16.7085857391357,19.7271862030029,19.4860858917236,18.6563854217529,15,MYD88,NONE
TRUE,2.42230286942354,-1.24406623840332,Q3TZZ7,Q3TZZ7,Extended synaptotagmin-2,Esyt2,NA,94.138,12,12,4,4,15.8203859329224,16.0929851531982,15.5603857040405,15.6357860565186,17.249885559082,17.2704849243164,16.5439853668213,15,MYD88,NONE
TRUE,0.753001051957655,-1.61463308334351,Q3U186,Q3U186,"Probable arginine--tRNA ligase, mitochondrial",Rars2,NA,65.335,4,11,4,3,13.9223861694336,14.3897857666016,10.6238861083984,12.5466861724854,14.8917856216431,13.9501857757568,14.6139860153198,15,MYD88,NONE
TRUE,2.13547502597488,-1.46763261159261,Q3U1G5,Q3U1G5,Interferon-stimulated 20 kDa exonuclease-like 2,Isg20l2,NA,41.019,11,12,4,4,18.5031852722168,18.9479866027832,17.766284942627,18.4204864501953,20.0486850738525,20.1202850341797,19.4623851776123,15,MYD88,NONE
TRUE,1.00771578483237,-1.45480839411418,Q3U214,Q3U214,Microtubule-associated serine/threonine-protein kinase 3,Mast3,NA,144.17,5,11,4,3,12.8881855010986,13.9834852218628,12.2725858688354,11.1245861053467,14.1817855834961,14.1560859680176,13.7281856536865,15,MYD88,NONE
TRUE,2.19371680876216,-1.61289978027344,Q3U2K0,Q3U2K0,Protein FAM193B,Fam193b,NA,95.083,7,12,4,4,15.3570852279663,16.1396865844727,14.9710855484009,14.8524856567383,17.1843852996826,16.8413848876953,16.803186416626,15,MYD88,NONE
TRUE,0.798639673837495,-1.40971716245016,Q3U3I9,Q3U3I9,Zinc finger protein 865,Znf865,NA,111.67,2,12,4,4,10.0687856674194,13.4240856170654,11.4872856140137,11.4799861907959,13.6147861480713,12.7770862579346,12.6823863983154,15,MYD88,NONE
TRUE,2.5096963293694,-0.84201653798421106,Q3U5C7;Q80VL3,Q3U5C7,Prickle-like protein 1,Prickle1,NA,94.13,18,12,4,4,18.5002861022949,18.7528858184814,18.1995849609375,18.3121852874756,19.2407855987549,19.4364852905273,19.1724853515625,15,MYD88,NONE
TRUE,2.99594081089393,-1.93689195315043,Q3U6K5,Q3U6K5,Spermatogenesis-associated protein 6,Spata6,NA,56.101,9,12,4,4,14.4181852340698,14.8126859664917,14.0658855438232,14.2854852676392,16.6241855621338,16.5480861663818,15.8250856399536,15,MYD88,NONE
TRUE,2.04977015331628,-0.885183016459148,Q3U6N9,Q3U6N9,UPF0488 protein C8orf33 homolog,NA,NA,24.464,4,12,4,4,17.4465866088867,17.8253860473633,17.1131858825684,17.0613861083984,18.2738857269287,18.319486618042,18.1470851898193,15,MYD88,NONE
TRUE,2.4390787286685,-1.78422514597575,Q3U821,Q3U821,NA,Wdr75,NA,94.036,26,12,4,4,17.5634860992432,18.1310863494873,16.9133853912354,17.6754856109619,19.5886859893799,19.548885345459,18.9276866912842,15,MYD88,NONE
TRUE,1.94003939571708,-1.45934104919434,Q3U9G9,Q3U9G9,Lamin-B receptor,Lbr,NA,71.439,11,12,4,4,19.6790866851807,20.4487857818604,19.179386138916,19.5735855102539,21.4846858978271,21.3569850921631,20.696985244751,15,MYD88,NONE
TRUE,2.41994966565192,-1.48158327738444,Q3UB74,Q3UB74,Transforming growth factor beta regulator 1,Tbrg1,NA,44.881,3,11,4,3,17.8008861541748,17.5317859649658,17.3328857421875,17.3161849975586,19.3255863189697,19.2447853088379,18.3606853485107,15,MYD88,NONE
TRUE,1.02950317456917,-1.6635168393453,Q3UFB2,Q3UFB2,Box C/D snoRNA protein 1,Znhit6,NA,52.212,5,11,4,3,14.7219858169556,14.9843854904175,12.5027856826782,12.5885858535767,15.4844856262207,15.5845861434937,15.0197858810425,15,MYD88,NONE
TRUE,1.77122517804904,-1.58226648966471,Q3UFM5,Q3UFM5,Nucleolar MIF4G domain-containing protein 1,Nom1,NA,95.959,19,12,4,4,16.4399852752686,17.2890853881836,16.4147853851318,16.3968849182129,18.733585357666,18.5766849517822,17.3420848846436,15,MYD88,NONE
TRUE,1.1434437817832,-1.40064986546834,Q3UFY0,Q3UFY0,Ribosomal RNA processing protein 36 homolog,Rrp36,NA,28.588,4,11,4,3,16.0658855438232,15.9706859588623,14.259485244751,14.1948852539063,16.396785736084,16.6442852020264,16.5290851593018,15,MYD88,NONE
TRUE,2.29790841280246,-1.79909205436707,Q3UFY8,Q3UFY8,Mitochondrial ribonuclease P protein 1,Trmt10c,NA,48.385,7,11,4,3,16.0711860656738,15.9172859191895,15.1589860916138,15.2535858154297,17.6914863586426,17.731086730957,16.7754859924316,15,MYD88,NONE
TRUE,2.89421571019549,-1.18821652730306,Q3UHC0,Q3UHC0,Trinucleotide repeat-containing gene 6C protein,Tnrc6c,NA,175.77,3,10,4,3,11.6835861206055,12.1609859466553,11.7936859130859,11.8638858795166,12.7425861358643,13.2766857147217,13.1719856262207,15,MYD88,NONE
TRUE,1.82884698747241,-2.01626682281494,Q3UHK8,Q3UHK8,Trinucleotide repeat-containing gene 6A protein,Tnrc6a,NA,203.15,15,11,4,3,13.8412857055664,15.1219854354858,13.7050857543945,13.351185798645,16.334285736084,16.4494857788086,15.2796859741211,15,MYD88,NONE
TRUE,1.91682107493145,-1.66165852546692,Q3UHX0,Q3UHX0,Nucleolar protein 8,Nol8,NA,128.63,17,12,4,4,15.4342861175537,15.6268854141235,14.3466854095459,14.6731853485107,17.0265865325928,16.90478515625,16.1143856048584,15,MYD88,NONE
TRUE,1.97422671758943,-1.55919202168782,Q3UHX9,Q3UHX9,Putative methyltransferase C9orf114 homolog,D2Wsu81e,NA,42.957,14,11,4,3,17.8872852325439,18.4705848693848,17.1343860626221,17.4103851318359,19.4324855804443,19.5700855255127,18.8519859313965,15,MYD88,NONE
TRUE,2.0861611463986,-1.83098292350769,Q3UIK4,Q3UIK4,N6-adenosine-methyltransferase subunit METTL14,Mettl14,NA,52.122,1,11,4,3,11.6847858428955,10.6738862991333,12.1364860534668,12.1241855621338,13.2062854766846,13.8109855651855,13.440185546875,15,MYD88,NONE
TRUE,1.83444799000822,-1.68122490247091,Q3UIW5,Q3UIW5,RING finger protein 10,Rnf10,NA,88.344,5,11,4,3,14.9239854812622,15.6018857955933,14.4097852706909,14.7617855072021,16.8707847595215,17.16428565979,15.7816858291626,15,MYD88,NONE
TRUE,1.77435605048801,-0.90405011177063,Q3UJB9,Q3UJB9,Enhancer of mRNA-decapping protein 4,Edc4,NA,152.48,12,11,4,3,16.2013854980469,15.9883861541748,15.8212852478027,15.5978860855103,17.2500858306885,16.7740859985352,16.3946857452393,15,MYD88,NONE
TRUE,2.39144005581119,-0.972825288772583,Q3UJD6,Q3UJD6,Ubiquitin carboxyl-terminal hydrolase 19,Usp19,NA,150.55,5,11,4,3,11.567985534668,11.9915857315063,11.3482856750488,11.808385848999,12.6471862792969,12.8623857498169,12.4460859298706,15,MYD88,NONE
TRUE,2.99190731856118,-1.89297469456991,Q3UJK4,Q3UJK4,GTP-binding protein 2,Gtpbp2,NA,65.754,5,11,4,3,13.7325859069824,14.3935861587524,13.3680858612061,14.0561857223511,15.6626853942871,16.0084857940674,15.6705856323242,15,MYD88,NONE
TRUE,2.98114742124746,-1.04911692937215,Q3UKJ7,Q3UKJ7,"WD40 repeat-containing protein SMU1;WD40 repeat-containing protein SMU1, N-terminally processed",Smu1,NA,57.543,14,12,4,4,17.2367858886719,16.8468856811523,17.1461849212646,16.918285369873,17.8698863983154,18.0686855316162,18.3198852539063,15,MYD88,NONE
TRUE,3.49101289182851,-3.3263996442159,Q3UL36,Q3UL36,Arginine and glutamate-rich protein 1,Arglu1,NA,32.887,7,12,4,4,18.2143859863281,18.1335849761963,17.325984954834,17.1523857116699,21.4164848327637,21.0917854309082,20.5906848907471,15,MYD88,NONE
TRUE,1.96948147997242,-1.67490816116333,Q3ULW8,Q3ULW8,NA,Parp3,NA,59.948,3,11,4,3,12.9953861236572,11.8069858551025,12.0859861373901,12.0300855636597,14.5908861160278,13.5518856048584,13.5707855224609,15,MYD88,NONE
TRUE,2.54815534301315,-1.59063355127971,Q3UM18,Q3UM18,Large subunit GTPase 1 homolog,Lsg1,NA,73.156,18,12,4,4,18.0721855163574,18.549186706543,17.8931865692139,17.9233856201172,19.941686630249,20.0076866149902,19.1509857177734,15,MYD88,NONE
TRUE,2.45016900004377,-1.2812336285909,Q3UMC0;Q9D3R6,Q3UMC0,Spermatogenesis-associated protein 5,Spata5,NA,97.255,30,12,4,4,17.7617855072021,18.2918853759766,17.3960857391357,17.772985458374,19.069486618042,19.3387851715088,18.8524856567383,15,MYD88,NONE
TRUE,4.27745026949741,-3.06578318277995,Q3UMQ8,Q3UMQ8,H/ACA ribonucleoprotein complex non-core subunit NAF1,Naf1,NA,53.245,2,11,4,3,12.0015859603882,11.7699861526489,11.68958568573,11.5325860977173,14.3980855941772,15.2684860229492,14.7760858535767,15,MYD88,NONE
TRUE,2.17241136565078,-1.4069995880127,Q3UPF5,Q3UPF5,Zinc finger CCCH-type antiviral protein 1,Zc3hav1,NA,106.69,28,12,4,4,19.1872863769531,19.9559860229492,18.86008644104,19.1161861419678,20.8663864135742,20.8627853393555,20.331485748291,15,MYD88,NONE
TRUE,2.16372230374177,-1.33748340606689,Q3UQ84,Q3UQ84,"Threonine--tRNA ligase, mitochondrial",Tars2,NA,81.699,16,12,4,4,16.6410865783691,17.6279850006104,16.766185760498,16.6456851959229,18.4406852722168,18.3318862915039,18.0005855560303,15,MYD88,NONE
TRUE,4.59996578428481,-2.35663358370463,Q3UQU0,Q3UQU0,Bromodomain-containing protein 9,Brd9,NA,66.839,5,11,4,3,14.2775859832764,14.2811861038208,14.1504859924316,14.4622859954834,16.7576866149902,16.8685855865479,16.322286605835,15,MYD88,NONE
TRUE,1.75966681554689,-1.58640797932943,Q3URQ0,Q3URQ0,Testis-expressed sequence 10 protein,Tex10,NA,105.21,14,12,4,4,16.9479866027832,17.9259853363037,16.5657863616943,16.8514862060547,19.1383857727051,18.8513851165771,17.987886428833,15,MYD88,NONE
TRUE,1.41577133742522,-1.06417481104533,Q3URQ7,Q3URQ7,Methenyltetrahydrofolate synthase domain-containing protein,Mthfsd,NA,40.789,1,11,4,3,13.8173856735229,14.0333852767944,13.0755863189697,12.9384860992432,14.711085319519,14.8405857086182,14.0394859313965,15,MYD88,NONE
TRUE,1.40866673374037,-1.04717477162679,Q3US17,Q3US17,Zinc finger protein 48,Znf48,NA,64.599,4,12,4,4,14.0049858093262,14.7475852966309,13.3577861785889,13.4720859527588,14.9097852706909,15.0314855575562,14.8870859146118,15,MYD88,NONE
TRUE,2.18824031888992,-1.27153333028158,Q3USZ8,Q3USZ8,Deleted in autism protein 1 homolog,NA,NA,49.462,3,11,4,3,12.6632862091064,12.2646856307983,13.0884857177734,13.2758855819702,14.1124858856201,14.2797861099243,13.8915853500366,15,MYD88,NONE
TRUE,2.31069742394437,-1.57268301645915,Q3UTQ7,Q3UTQ7,PR domain zinc finger protein 10,Prdm10,NA,133.74,5,11,4,3,13.5618858337402,14.054386138916,12.9876861572266,13.1145858764648,15.146185874939,15.236385345459,14.6243858337402,15,MYD88,NONE
TRUE,1.30131948759464,-1.76564184824626,Q3UV17,Q3UV17,"Keratin, type II cytoskeletal 2 oral",Krt76,NA,62.844,8,12,4,4,18.0749855041504,20.6247863769531,19.695384979248,18.5748863220215,21.1761856079102,21.1179866790771,20.7302856445313,15,MYD88,NONE
TRUE,1.63307169506086,1.54762482643127,Q3UW53,Q3UW53,Protein Niban,Fam129a,NA,102.65,4,11,4,3,13.2802858352661,13.9740858078003,12.9929857254028,12.323486328125,12.0474863052368,11.7297859191895,11.0079860687256,15,MYD88,NONE
TRUE,3.00287171810627,-1.47207593917847,Q3UXZ9;P41230;Q80Y84;Q62240,Q3UXZ9,Lysine-specific demethylase 5A,Kdm5a,NA,192.21,21,11,4,3,15.9306859970093,16.0978851318359,15.3074855804443,15.7075853347778,17.3784866333008,17.2308864593506,17.0895862579346,15,MYD88,NONE
TRUE,2.54577950484059,-1.38234122594197,Q3UY34,Q3UY34,Uncharacterized protein C12orf43 homolog,NA,NA,27.631,3,11,4,3,14.8478860855103,14.8885860443115,14.8232860565186,14.2574853897095,16.3427848815918,16.2638854980469,15.6532859802246,15,MYD88,NONE
TRUE,2.75606614914016,-1.71994241078695,Q3UYV9,Q3UYV9,Nuclear cap-binding protein subunit 1,Ncbp1,NA,91.926,22,12,4,4,18.6216850280762,19.1726856231689,18.4664859771729,18.2699851989746,20.710485458374,20.3243865966797,20.0230865478516,15,MYD88,NONE
TRUE,1.55808762484824,-2.26545826594035,Q3UZ01,Q3UZ01,RNA-binding protein 40,Rnpc3,NA,57.971,6,11,4,3,14.4911861419678,16.3510856628418,13.7984857559204,14.1130857467651,16.7108860015869,17.6415863037109,16.5092849731445,15,MYD88,NONE
TRUE,1.30794182603,-1.8129829565684,Q3V0C1,Q3V0C1,Zinc finger matrin-type protein 1,Zmat1,NA,84.175,3,10,4,3,11.4881858825684,13.7681856155396,12.267186164856,11.1377859115601,13.9976854324341,13.7176856994629,14.2195854187012,15,MYD88,NONE
TRUE,3.3113922393789,-1.56854192415873,Q3V1H1,Q3V1H1,Cytoskeleton-associated protein 2,Ckap2,NA,74.028,3,11,4,3,11.6081857681274,11.8487863540649,11.6030855178833,11.0807857513428,13.1049861907959,13.184986114502,13.0212860107422,15,MYD88,NONE
TRUE,2.22799219005615,-1.12609187761943,Q3V1V3,Q3V1V3,ESF1 homolog,Esf1,NA,98.047,15,12,4,4,16.03098487854,16.0064849853516,15.2996854782104,15.667085647583,17.2061862945557,16.7177848815918,16.7074851989746,15,MYD88,NONE
TRUE,3.35140744503498,-1.29488364855449,Q3V300,Q3V300,Kinesin-like protein KIF22,Kif22,NA,73.189,15,11,4,3,15.746485710144,16.2069854736328,15.8060855865479,15.7393856048584,17.2113857269287,17.3255863189697,16.9718856811523,15,MYD88,NONE
TRUE,2.27703869625427,-1.77775851885478,Q497V5,Q497V5,S1 RNA-binding domain-containing protein 1,Srbd1,NA,110.28,19,12,4,4,15.0706853866577,16.3774852752686,15.480785369873,15.4576854705811,17.6034851074219,17.5935859680176,16.9261856079102,15,MYD88,NONE
TRUE,2.45356360310799,-1.81282472610474,Q4FK66,Q4FK66,Pre-mRNA-splicing factor 38A,Prpf38a,NA,37.436,9,12,4,4,17.5615863800049,18.1388854980469,17.5518856048584,17.0546855926514,19.6245861053467,19.7060852050781,18.8380851745605,15,MYD88,NONE
TRUE,2.21163745853036,-0.984008312225342,Q4FZC9,Q4FZC9,Nesprin-3,Syne3,NA,112.03,12,11,4,3,14.2336854934692,14.7196855545044,14.2617855072021,14.2108860015869,15.6403856277466,15.4024858474731,14.9786853790283,15,MYD88,NONE
TRUE,2.21184410754136,-1.36485799153646,Q4FZF3,Q4FZF3,Probable ATP-dependent RNA helicase DDX49,Ddx49,NA,54.093,11,12,4,4,17.6639862060547,17.9749851226807,17.1518859863281,17.093786239624,19.0591850280762,19.009786605835,18.4390850067139,15,MYD88,NONE
TRUE,1.31459254614919,-2.06164129575094,Q4G0F8,Q4G0F8,Ubinuclein-1,Ubn1,NA,122.33,3,11,4,3,12.1142854690552,12.8178863525391,12.051586151123,10.7798862457275,15.1476860046387,14.2293853759766,12.6305856704712,15,MYD88,NONE
TRUE,2.23804645425927,-1.44580006599426,Q4QY64,Q4QY64,ATPase family AAA domain-containing protein 5,Atad5,NA,203.91,28,12,4,4,14.8187856674194,15.7912855148315,14.8860855102539,14.8413858413696,16.6892852783203,16.7113857269287,16.1898860931396,15,MYD88,NONE
TRUE,2.28303843468046,-0.983049710591635,Q4U2R1,Q4U2R1,E3 ubiquitin-protein ligase HERC2,Herc2,NA,527.45,18,11,4,3,13.2066860198975,13.9172859191895,13.4638862609863,13.5830860137939,14.5393857955933,14.7528858184814,14.2850856781006,15,MYD88,NONE
TRUE,1.50484368007961,-1.05484183629354,Q4VA53,Q4VA53,Sister chromatid cohesion protein PDS5 homolog B,Pds5b,NA,164.42,14,12,4,4,14.7838859558105,15.3496856689453,14.2308855056763,14.6291856765747,16.2309856414795,15.8759860992432,15.3027858734131,15,MYD88,NONE
TRUE,3.3220012246803,1.70210870107015,Q4VAC9,Q4VAC9,Pleckstrin homology domain-containing family G member 3,Plekhg3,NA,148.52,16,12,4,4,16.8208866119385,16.8141860961914,16.1902866363525,16.3408851623535,15.0303859710693,14.8205852508545,14.6673860549927,15,MYD88,NONE
TRUE,1.94771940026036,-0.876449982325235,Q4VBE8,Q4VBE8,WD repeat-containing protein 18,Wdr18,NA,47.211,2,7,4,3,13.69078540802,14.3840856552124,13.7612857818604,14.0631856918335,15.0533857345581,14.933985710144,14.5664854049683,15,MYD88,NONE
TRUE,0.918108605410061,-1.4201656182607,Q4VC33,Q4VC33,Macrophage erythroblast attacher,Maea,NA,45.336,1,12,4,4,10.2405862808228,11.4249858856201,8.38915634155273,10.584285736084,11.5657863616943,11.7140855789185,11.459885597229,15,MYD88,NONE
TRUE,1.92835986255082,-1.08311621348063,Q4VGL6,Q4VGL6,Roquin-1,Rc3h1,NA,125.38,11,12,4,4,15.2239856719971,15.6088857650757,14.7830858230591,14.9165859222412,16.4164848327637,16.4387855529785,15.7934856414795,15,MYD88,NONE
TRUE,2.49486124954734,-1.46293306350708,Q501J6,Q501J6,Probable ATP-dependent RNA helicase DDX17,Ddx17,NA,72.399,34,12,4,4,21.3926849365234,21.9871864318848,21.1482849121094,21.1893863677979,23.1752853393555,22.956485748291,22.5451850891113,15,MYD88,NONE
TRUE,1.30450664858189,-1.0749503771464,Q505F5,Q505F5,Leucine-rich repeat-containing protein 47,Lrrc47,NA,63.589,9,11,4,3,15.6213855743408,16.1828861236572,14.6452856063843,15.7697858810425,16.7021865844727,16.9183864593506,16.2687854766846,15,MYD88,NONE
TRUE,2.14146128545672,-1.19333338737488,Q52KI8,Q52KI8,Serine/arginine repetitive matrix protein 1,Srrm1,NA,106.86,5,12,4,4,14.9689855575562,15.4732856750488,15.0990858078003,14.9437856674194,16.6051864624023,16.5775852203369,15.7610855102539,15,MYD88,NONE
TRUE,1.30623888923882,-1.10801657040914,Q569Z5,Q569Z5,Probable ATP-dependent RNA helicase DDX46,Ddx46,NA,117.45,14,12,4,4,15.5399856567383,16.016284942627,15.1693859100342,15.0484857559204,17.0165863037109,16.9052848815918,15.7327852249146,15,MYD88,NONE
TRUE,1.30258208793395,-1.21681642532349,Q569Z6,Q569Z6,Thyroid hormone receptor-associated protein 3,Thrap3,NA,108.18,29,12,4,4,21.3714866638184,21.9674854278564,20.5741863250732,20.4953861236572,22.676586151123,22.4979858398438,21.7822856903076,15,MYD88,NONE
TRUE,3.20050863167873,-1.63234170277913,Q571H0,Q571H0,Nucleolar pre-ribosomal-associated protein 1,Urb1,NA,254.61,26,12,4,4,14.5176858901978,14.7217855453491,13.9549856185913,14.1939859390259,16.0930862426758,16.0458850860596,15.7993860244751,15,MYD88,NONE
TRUE,1.95292621770363,-2.43750770886739,Q5BKS4,Q5BKS4,ERI1 exoribonuclease 2,Eri2,NA,76.523,3,10,4,3,13.369086265564,12.1191864013672,10.9765863418579,11.593186378479,14.4277858734131,14.7858858108521,14.1423854827881,15,MYD88,NONE
TRUE,2.76556965687202,-1.83309141794841,Q5BLK4,Q5BLK4,Terminal uridylyltransferase 7,Zcchc6,NA,169.1,15,11,4,3,15.1649856567383,15.1814861297607,14.4635858535767,14.6645860671997,16.9396858215332,16.968786239624,16.1967849731445,15,MYD88,NONE
TRUE,1.71247930963648,-1.56679956118266,Q5BU09,Q5BU09,E2F-associated phosphoprotein,Eapp,NA,32.494,2,11,4,3,13.2718858718872,14.8834857940674,13.3830862045288,13.3630857467651,15.4323854446411,15.2568855285645,15.1872854232788,15,MYD88,NONE
TRUE,3.93208318493959,-2.60442495346069,Q5DTT3,Q5DTT3,Protein FAM208B,Fam208b,NA,264.28,3,9,4,2,10.222785949707,10.544285774231,10.0998859405518,10.1904859542847,13.0260858535767,12.7114858627319,NA,15,MYD88,NONE
TRUE,2.33152330548729,-1.74804147084554,Q5DU09,Q5DU09,Zinc finger protein 652,Znf652,NA,69.44,3,11,4,3,12.2460861206055,13.0817861557007,12.4929857254028,11.8803863525391,14.4825859069824,14.3380861282349,13.6993856430054,15,MYD88,NONE
TRUE,1.56738482745831,-1.17169157663981,Q5DW34,Q5DW34,Histone-lysine N-methyltransferase EHMT1,Ehmt1,NA,142,8,11,4,3,14.3534860610962,13.0226860046387,13.8677854537964,13.8958854675293,15.3576860427856,14.9372854232788,14.5749855041504,15,MYD88,NONE
TRUE,2.45545337728272,-1.54176712036133,Q5F2E7,Q5F2E7,Nuclear fragile X mental retardation-interacting protein 2,Nufip2,NA,75.656,21,12,4,4,20.1813850402832,20.7875862121582,19.9919853210449,19.861385345459,22.0238857269287,21.8727855682373,21.345386505127,15,MYD88,NONE
TRUE,1.3026589064075,-1.61585807800293,Q5F2E8,Q5F2E8,Serine/threonine-protein kinase TAO1,Taok1,NA,116.05,5,11,4,3,11.2606859207153,13.459285736084,11.9290857315063,12.2831859588623,13.9359855651855,14.446985244751,13.1637859344482,15,MYD88,NONE
TRUE,2.30671961896848,-1.3758164246877,Q5HZG4,Q5HZG4,Transcription initiation factor TFIID subunit 3,Taf3,NA,105.11,3,11,4,3,13.3189859390259,12.5447854995728,12.6983861923218,12.4163856506348,13.9696855545044,13.884485244751,14.5071859359741,15,MYD88,NONE
